,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
137,103,Jae Crowder,PF,33,MIL,22,553,9.7,.582,.667,.182,1.8,12.7,7.4,8.2,1.4,0.7,5.9,11.6,0.5,0.4,0.9,.082,-1.3,0.0,-1.3,0.1
138,104,Cade Cunningham,PG,22,DET,42,1445,15.5,.543,.282,.239,1.2,12.1,6.5,34.3,1.3,0.8,14.9,29.7,0.1,0.5,0.6,.021,0.7,-2.0,-1.3,0.2
139,105,Seth Curry,SG,33,TOT,37,477,8.6,.502,.561,.128,3.7,8.9,6.2,8.4,1.9,0.7,9.8,15.5,-0.1,0.3,0.3,.025,-2.9,-0.7,-3.6,-0.2
140,105,Seth Curry,SG,33,DAL,36,457,8.5,.502,.552,.131,3.6,9.0,6.3,8.5,1.8,0.6,9.4,15.8,-0.1,0.3,0.2,.025,-3.0,-0.9,-3.9,-0.2
141,105,Seth Curry,SG,33,CHO,1,20,10.3,.500,1.000,.000,5.3,5.9,5.6,6.3,4.9,4.6,25.0,8.7,0.0,0.0,0.0,.029,-2.2,4.0,1.8,0.0
142,106,Stephen Curry,PG,35,GSW,47,1571,21.5,.639,.601,.265,1.5,12.7,7.2,23.4,1.1,1.1,12.2,31.4,3.8,1.2,5.0,.152,6.8,-1.0,5.8,3.0
143,107,Dyson Daniels,PG,20,NOP,52,1139,11.4,.518,.430,.195,5.0,13.6,9.3,15.0,3.1,1.8,15.8,12.5,0.4,1.8,2.1,.090,-2.2,2.6,0.4,0.7
144,108,Anthony Davis,C,30,LAL,50,1792,25.3,.616,.071,.394,9.8,26.9,18.7,17.4,1.5,5.9,9.4,26.6,4.4,3.1,7.5,.201,3.4,1.9,5.3,3.3
145,109,Johnny Davis,SG,21,WAS,23,183,6.4,.435,.119,.119,5.2,7.1,6.1,5.0,2.0,0.9,8.8,15.7,-0.3,0.1,-0.2,-0.047,-6.2,-1.9,-8.1,-0.3
146,110,JD Davison,SG,21,BOS,2,6,15.2,.532,1.000,2.000,18.5,16.8,17.6,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,.201,-0.8,-1.5,-2.3,0.0
147,111,Dexter Dennis,SG,24,DAL,4,30,18.1,.541,.421,.158,3.6,29.6,16.5,23.9,0.0,2.9,12.9,33.2,0.0,0.0,0.0,-0.006,1.9,-0.2,1.7,0.0
148,112,DeMar DeRozan,SF,34,CHI,51,1917,18.6,.571,.170,.426,1.8,10.8,6.2,21.6,1.6,1.8,7.3,24.9,3.8,1.8,5.6,.139,1.3,-0.1,1.2,1.5
149,113,Moussa Diabaté,C,22,LAC,10,58,23.6,.580,.000,.667,28.4,11.3,19.5,9.3,3.4,0.0,7.9,19.0,0.2,0.1,0.3,.251,4.1,-1.0,3.1,0.1
150,114,Mamadi Diakite,PF,27,SAS,3,16,30.3,.785,.000,1.200,6.7,13.8,10.1,20.2,0.0,5.4,0.0,20.1,0.1,0.0,0.1,.336,7.7,3.5,11.3,0.1
151,115,Hamidou Diallo,SG,25,WAS,2,5,33.0,.500,.000,.000,42.1,0.0,21.4,28.5,18.6,0.0,33.3,25.3,0.0,0.0,0.0,.198,2.5,16.0,18.5,0.0
152,116,Gradey Dick,SG,20,TOR,32,477,8.2,.526,.627,.176,3.0,9.5,6.2,10.3,1.7,0.0,11.6,15.6,0.0,0.3,0.3,.025,-3.9,-1.1,-4.9,-0.4
153,117,Ousmane Dieng,PF,20,OKC,28,316,10.0,.561,.626,.141,3.3,13.3,8.5,10.9,0.6,0.9,12.5,16.5,0.1,0.3,0.4,.057,-1.9,-1.3,-3.2,-0.1
154,118,Spencer Dinwiddie,PG,30,BRK,48,1474,13.2,.530,.557,.321,1.8,9.9,5.8,26.5,1.3,0.5,9.8,18.3,1.9,0.9,2.8,.090,-0.4,-0.7,-1.1,0.3
155,119,Donte DiVincenzo,SG,27,NYK,53,1307,16.9,.616,.694,.128,3.2,11.4,7.3,14.6,2.3,1.3,9.4,20.9,2.5,1.8,4.2,.155,2.9,1.2,4.1,2.0
156,120,Luka Dončić,PG,24,DAL,45,1692,28.2,.620,.439,.398,2.2,23.7,12.8,43.1,1.8,1.4,12.3,36.1,5.5,2.0,7.5,.213,8.4,1.3,9.7,5.0
158,121,Luguentz Dort,SF,24,OKC,51,1450,10.9,.587,.589,.243,4.7,10.2,7.6,5.8,1.4,2.4,9.4,15.3,1.2,1.6,2.8,.092,-1.7,-0.2,-1.9,0.0
159,122,Ayo Dosunmu,SG,24,CHI,51,1277,12.4,.602,.417,.153,2.7,8.6,5.6,12.6,1.6,1.9,11.4,16.0,1.2,1.1,2.3,.087,-1.5,0.0,-1.5,0.2
160,123,Andre Drummond,C,30,CHI,53,875,23.6,.573,.006,.450,22.2,35.6,28.7,4.9,3.4,4.0,13.3,21.6,1.3,2.0,3.2,.178,0.6,-0.1,0.5,0.6
161,124,Chris Duarte,SF,26,SAC,36,464,6.3,.484,.543,.205,3.3,12.7,7.9,8.6,1.9,0.4,12.6,14.5,-0.3,0.4,0.1,.014,-5.5,0.1,-5.4,-0.4
162,125,Kris Dunn,PG,29,UTA,45,806,13.9,.551,.333,.097,4.4,13.3,8.9,31.3,2.6,2.4,20.9,14.0,0.8,0.8,1.6,.097,-0.7,1.9,1.2,0.6
163,126,Kevin Durant,PF,35,PHO,46,1707,23.2,.644,.268,.327,1.6,17.7,10.1,25.2,1.2,3.1,12.7,29.4,4.2,1.9,6.1,.172,5.4,0.3,5.7,3.3
164,127,Jalen Duren,C,20,DET,37,1125,18.8,.661,.008,.246,12.2,33.3,22.5,12.4,0.6,2.3,15.4,17.8,2.1,0.9,3.0,.127,0.3,-0.2,0.1,0.6
165,128,Tari Eason,PF,22,HOU,22,480,17.1,.528,.265,.175,10.4,24.0,17.2,8.3,3.1,3.7,8.9,19.9,0.2,1.1,1.3,.127,-0.7,2.2,1.5,0.4
166,129,Anthony Edwards,SG,22,MIN,49,1719,19.1,.587,.342,.341,2.1,14.2,8.5,24.8,1.7,1.2,13.3,31.9,1.6,2.9,4.6,.127,2.6,0.5,3.1,2.2
167,130,Kessler Edwards,SF,23,SAC,35,176,9.9,.540,.647,.078,3.1,14.5,8.7,6.5,1.1,2.1,1.9,13.0,0.1,0.1,0.3,.079,-1.4,-0.5,-1.9,0.0
168,131,Keon Ellis,SG,24,SAC,31,368,10.2,.597,.818,.193,2.7,9.4,6.0,12.9,1.8,3.2,15.1,13.0,0.2,0.4,0.6,.081,-1.6,1.0,-0.6,0.1
169,132,Joel Embiid,C,29,PHI,34,1157,34.2,.645,.149,.534,8.4,28.3,18.3,31.3,1.6,4.6,11.9,38.8,4.8,2.0,6.8,.281,8.8,3.0,11.8,4.1
170,133,Drew Eubanks,C,26,PHO,47,761,14.9,.673,.018,.400,10.0,20.1,15.3,7.9,1.1,4.5,18.4,14.0,1.1,1.0,2.0,.129,-1.9,0.6,-1.3,0.1
171,134,Tosan Evbuomwan,SF,22,MEM,4,74,5.6,.333,.533,.000,11.4,9.3,10.4,10.8,0.0,1.2,6.3,9.3,0.0,0.0,0.0,.019,-4.2,-2.4,-6.6,-0.1
172,135,Dante Exum,PG,28,DAL,32,631,16.6,.663,.320,.217,3.1,12.5,7.8,20.4,1.4,0.7,10.8,16.9,1.5,0.4,2.0,.150,1.1,-0.3,0.9,0.5
173,136,Bruno Fernando,C,25,ATL,16,124,15.7,.581,.073,.683,7.6,25.3,16.1,6.7,0.8,6.4,13.0,20.3,0.1,0.1,0.2,.074,-3.0,0.0,-3.0,0.0
174,137,Dorian Finney-Smith,PF,30,BRK,43,1232,10.0,.544,.680,.064,6.2,11.9,9.0,6.8,1.3,2.0,8.8,13.4,0.7,0.9,1.6,.063,-1.6,-0.3,-1.9,0.0
175,138,Malachi Flynn,PG,25,TOT,45,534,10.3,.539,.581,.206,2.6,12.3,7.4,19.4,1.7,1.0,17.1,16.9,0.0,0.4,0.4,.038,-2.8,0.1,-2.7,-0.1
176,138,Malachi Flynn,PG,25,TOR,31,474,10.1,.535,.584,.161,3.0,12.4,7.6,20.1,1.8,1.1,18.4,16.3,0.0,0.3,0.3,.031,-2.9,0.2,-2.7,-0.1
177,138,Malachi Flynn,PG,25,NYK,14,60,12.3,.557,.565,.478,0.0,11.1,5.6,13.9,0.8,0.0,9.7,21.9,0.1,0.1,0.1,.092,-1.9,-0.8,-2.7,0.0
178,139,Simone Fontecchio,SF,28,TOT,51,1192,11.2,.589,.642,.109,5.0,11.9,8.5,8.4,1.3,1.3,11.6,15.6,0.9,0.6,1.5,.060,-0.5,-1.0,-1.5,0.2
179,139,Simone Fontecchio,SF,28,UTA,50,1160,11.0,.592,.651,.112,5.0,11.6,8.3,8.5,1.2,1.4,12.0,15.3,0.9,0.6,1.5,.062,-0.5,-1.0,-1.6,0.1
180,139,Simone Fontecchio,SF,28,DET,1,32,15.4,.514,.474,.053,6.9,25.1,15.8,5.0,1.5,0.0,4.9,27.0,0.0,0.0,0.0,.017,1.2,0.6,1.8,0.0
181,140,Jordan Ford,PG,25,SAC,6,22,16.5,.761,.429,.286,0.0,10.5,5.1,12.6,0.0,0.0,11.3,17.2,0.1,0.0,0.1,.148,3.2,-1.3,1.9,0.0
183,141,Trent Forrest,SG,25,ATL,20,210,6.9,.389,.149,.213,2.5,11.2,6.7,24.0,1.6,0.4,17.6,12.2,-0.1,0.1,0.0,-0.006,-4.9,-0.2,-5.2,-0.2
184,142,Evan Fournier,SG,31,NYK,3,39,2.2,.287,.750,.100,0.0,11.4,5.7,10.0,5.1,0.0,4.6,23.9,-0.2,0.1,-0.1,-0.107,-12.1,0.4,-11.6,-0.1
185,143,De'Aaron Fox,PG,26,SAC,46,1626,19.4,.569,.380,.317,2.4,10.2,6.3,24.1,2.5,1.1,9.8,31.0,1.8,1.7,3.5,.103,2.0,-0.6,1.4,1.4
186,144,Javon Freeman-Liberty,PG,24,TOR,2,4,8.0,.333,.000,.000,27.1,0.0,13.8,0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,-0.157,-8.1,-9.5,-17.6,0.0
187,145,Alex Fudge,SF,20,LAL,4,14,-2.0,.291,.333,.333,16.5,0.0,7.9,0.0,0.0,0.0,12.7,24.3,-0.1,0.0,-0.1,-0.225,-10.1,-8.1,-18.1,-0.1
188,146,Markelle Fultz,PG,25,ORL,20,486,13.4,.503,.043,.098,5.8,10.1,7.9,22.3,2.7,1.3,11.9,17.2,0.2,0.7,0.9,.088,-2.1,2.4,0.3,0.3
189,147,Daniel Gafford,C-PF,25,TOT,46,1209,20.1,.707,.000,.410,11.8,21.1,16.4,7.8,1.7,6.5,11.3,14.1,3.1,1.4,4.5,.178,-0.3,1.1,0.8,0.9
190,147,Daniel Gafford,C,25,WAS,45,1192,19.8,.707,.000,.405,11.6,20.9,16.2,7.9,1.7,6.6,11.7,13.9,3.0,1.4,4.3,.175,-0.4,1.1,0.7,0.8
191,147,Daniel Gafford,PF,25,DAL,1,17,43.4,.696,.000,.545,25.7,32.6,29.1,0.0,0.0,5.2,0.0,34.3,0.1,0.0,0.2,.432,8.8,-1.4,7.4,0.0
192,148,Danilo Gallinari,PF-SF,35,TOT,32,475,15.2,.619,.497,.523,3.1,17.5,10.2,12.1,0.8,0.9,6.5,17.8,1.0,0.2,1.2,.117,0.4,-1.3,-0.9,0.1
193,148,Danilo Gallinari,PF,35,WAS,26,385,13.3,.581,.489,.427,3.3,18.0,10.5,10.7,0.7,0.6,7.2,18.3,0.5,0.1,0.6,.076,-1.0,-1.8,-2.8,-0.1
194,148,Danilo Gallinari,SF,35,DET,6,90,23.1,.799,.545,1.091,2.5,15.3,8.8,18.0,1.1,1.8,3.0,15.8,0.5,0.0,0.5,.293,6.0,1.0,7.0,0.2
195,149,Darius Garland,PG,24,CLE,27,861,15.0,.573,.342,.272,1.8,6.4,4.2,26.7,2.2,0.4,17.6,26.4,0.2,1.2,1.4,.078,0.0,-0.6,-0.6,0.3
196,150,Usman Garuba,PF,21,GSW,2,6,4.4,.000,.000,.000,0.0,0.0,0.0,18.7,8.0,0.0,0.0,7.0,0.0,0.0,0.0,.009,-7.2,5.8,-1.4,0.0
197,151,Luka Garza,C,25,MIN,12,36,15.2,.511,.304,.435,17.1,15.0,15.9,9.6,0.0,0.0,6.8,36.0,0.0,0.0,0.1,.067,-4.2,-4.1,-8.3,-0.1
198,152,Kaiser Gates,SF,27,NOP,1,7,-19.6,.000,.500,.000,0.0,15.8,7.9,0.0,0.0,0.0,0.0,24.6,-0.1,0.0,-0.1,-0.546,-18.6,-10.0,-28.6,-0.1
199,153,Keyonte George,PG,20,UTA,47,1143,11.1,.536,.559,.322,1.4,11.3,6.4,23.6,0.8,0.3,15.8,21.4,0.3,0.3,0.7,.028,-1.1,-2.1,-3.2,-0.3
200,154,Paul George,PF,33,LAC,48,1623,18.6,.597,.483,.211,2.0,15.3,8.9,16.1,2.4,1.0,9.9,27.0,2.4,2.1,4.5,.134,2.1,0.3,2.5,1.8
201,155,Taj Gibson,PF,38,NYK,14,151,3.2,.350,.273,.091,5.9,13.2,9.6,6.4,0.3,3.7,14.9,7.6,-0.1,0.2,0.1,.024,-7.1,0.1,-7.0,-0.2
202,156,Josh Giddey,SG,21,OKC,52,1294,14.9,.518,.284,.142,6.4,20.6,13.8,24.6,1.3,1.9,15.2,22.8,0.2,1.8,2.0,.073,0.1,0.2,0.3,0.7
203,157,Harry Giles,C,25,BRK,16,81,18.2,.543,.250,.295,15.5,19.2,17.3,12.4,0.6,3.3,10.8,29.4,0.0,0.1,0.1,.067,-1.1,-1.7,-2.8,0.0
204,158,Shai Gilgeous-Alexander,PG,25,OKC,52,1797,30.6,.649,.167,.452,3.1,14.5,9.0,31.4,3.0,2.4,8.3,32.9,8.1,3.0,11.1,.295,7.4,2.7,10.1,5.5
205,159,Anthony Gill,PF,31,WAS,29,163,11.5,.564,.255,.340,8.4,16.0,12.1,8.9,1.7,3.0,21.7,17.8,-0.1,0.1,0.0,.006,-3.6,-1.4,-5.0,-0.1
206,160,Collin Gillespie,PG,24,DEN,16,106,8.9,.582,.519,.259,1.1,5.2,3.2,12.0,2.3,0.0,14.3,14.4,0.0,0.1,0.1,.064,-5.2,0.3,-4.9,-0.1
208,161,Jacob Gilyard,PG,25,MEM,36,639,11.6,.610,.844,.014,1.3,6.1,3.6,27.7,2.0,0.7,16.5,11.4,0.8,0.6,1.4,.107,-1.4,0.2,-1.2,0.1
209,162,Rudy Gobert,C,31,MIN,51,1704,18.8,.667,.005,.664,12.8,29.1,21.5,5.3,1.0,5.4,12.8,15.5,3.5,3.9,7.4,.210,0.0,1.8,1.8,1.6
210,163,Jordan Goodwin,PG,25,PHO,40,558,12.4,.481,.415,.150,8.8,15.0,12.0,18.6,2.0,1.4,12.4,18.2,0.2,0.6,0.8,.068,-1.3,0.4,-0.9,0.2
211,164,Aaron Gordon,PF,28,DEN,47,1494,16.0,.593,.186,.374,9.1,13.7,11.4,13.2,1.2,1.8,10.5,17.5,2.5,1.5,4.0,.129,0.7,-0.3,0.4,0.9
212,165,Eric Gordon,SG,35,PHO,45,1342,11.3,.597,.640,.101,1.2,6.7,4.1,10.2,1.5,1.4,10.9,16.8,0.8,1.0,1.8,.066,-0.8,-0.8,-1.6,0.1
213,166,Devonte' Graham,PG,28,SAS,10,88,15.1,.555,.714,.286,2.4,13.8,8.0,29.0,1.6,1.0,8.7,16.5,0.2,0.1,0.2,.115,0.3,-0.1,0.2,0.0
214,167,Jerami Grant,PF,29,POR,45,1529,16.2,.582,.320,.383,2.3,10.9,6.3,13.4,1.0,1.9,9.8,26.2,1.7,0.9,2.6,.081,1.3,-1.1,0.3,0.9
215,168,A.J. Green,SG,24,MIL,33,291,12.3,.634,.867,.067,2.3,10.2,6.4,8.6,0.2,0.3,1.8,16.1,0.6,0.1,0.7,.117,1.2,-2.4,-1.2,0.1
216,169,Danny Green,SG,36,PHI,2,18,0.7,.000,.500,.000,0.0,12.3,6.1,6.3,2.7,0.0,0.0,4.7,0.0,0.0,0.0,-0.035,-7.4,0.7,-6.7,0.0
217,170,Draymond Green,PF,33,GSW,26,698,14.1,.606,.367,.237,5.3,20.7,13.1,30.0,1.2,3.0,25.8,15.8,0.7,0.8,1.5,.105,0.0,2.5,2.5,0.8
218,171,Jalen Green,SG,21,HOU,52,1600,13.5,.532,.431,.294,1.5,15.5,8.5,16.7,1.1,0.9,11.6,27.1,-0.5,1.9,1.4,.042,-0.7,-0.8,-1.4,0.2
219,172,Jeff Green,PF,37,HOU,50,849,10.8,.616,.348,.529,3.8,10.3,7.1,6.7,0.5,2.5,12.8,15.0,0.8,0.9,1.7,.097,-2.4,0.0,-2.4,-0.1
220,173,Josh Green,SG,23,DAL,40,1101,10.1,.599,.513,.168,2.4,10.8,6.5,12.2,1.3,0.5,13.1,13.4,0.9,0.7,1.5,.066,-1.9,-0.6,-2.5,-0.2
221,174,AJ Griffin,SF,20,ATL,18,132,1.8,.403,.733,.044,1.6,10.2,5.7,3.8,0.4,0.7,11.6,16.1,-0.3,0.0,-0.3,-0.099,-5.5,-3.3,-8.8,-0.2
222,175,Quentin Grimes,SG,23,NYK,45,910,9.3,.543,.741,.119,1.7,9.0,5.4,7.7,1.6,0.3,6.5,15.1,0.6,0.9,1.5,.082,-2.1,0.5,-1.6,0.1
223,176,Mouhamed Gueye,PF,21,ATL,2,4,-0.6,.000,1.000,.000,0.0,0.0,0.0,0.0,11.8,0.0,0.0,10.2,0.0,0.0,0.0,-0.112,-12.7,3.7,-9.1,0.0
224,177,Rui Hachimura,PF,25,LAL,40,955,13.3,.594,.349,.241,3.8,13.2,8.7,6.3,1.4,1.0,7.3,18.5,0.7,0.9,1.6,.081,-1.4,-0.9,-2.3,-0.1
225,178,Ashton Hagans,PG,24,POR,2,51,2.7,.379,.364,.182,0.0,9.4,4.4,18.7,1.0,1.8,20.2,12.4,-0.1,0.0,-0.1,-0.058,-9.1,-0.6,-9.7,-0.1
226,179,Tyrese Haliburton,PG,23,IND,41,1307,25.7,.629,.495,.231,2.2,11.7,6.9,50.1,1.5,1.8,12.0,26.1,5.5,0.6,6.1,.226,9.2,-0.6,8.6,3.5
227,180,R.J. Hampton,PG,22,MIA,8,76,0.8,.336,.571,.143,2.9,6.1,4.5,13.7,0.0,0.0,16.8,10.4,-0.1,0.0,-0.1,-0.044,-8.2,-1.5,-9.7,-0.1
229,181,Tim Hardaway Jr.,SF,31,DAL,50,1499,13.5,.567,.607,.191,1.2,12.2,6.7,8.1,0.8,0.1,5.6,23.6,1.2,0.7,2.0,.063,0.5,-2.6,-2.1,0.0
230,182,James Harden,PG,34,LAC,46,1589,19.3,.638,.584,.427,1.3,14.8,8.3,32.7,1.7,2.4,16.3,20.4,4.2,1.9,6.1,.186,4.1,0.9,5.0,2.8
231,183,Jaden Hardy,SG,21,DAL,48,750,11.4,.518,.513,.151,2.2,12.1,7.1,15.7,1.1,0.4,9.2,23.5,-0.1,0.4,0.3,.021,-1.3,-2.3,-3.5,-0.3
232,184,Ron Harper Jr.,PF,23,TOR,1,4,0.0,,,,0.0,0.0,0.0,28.3,0.0,0.0,,0.0,0.0,0.0,0.0,.095,-11.8,3.1,-8.7,0.0
233,185,Gary Harris,SG,29,ORL,32,718,9.6,.562,.672,.178,2.7,5.7,4.2,10.8,1.8,1.0,8.1,12.7,0.6,0.8,1.4,.096,-2.4,0.9,-1.5,0.1
234,186,Joe Harris,SG,32,DET,16,170,4.6,.489,.769,.051,1.9,6.8,4.3,7.4,0.8,1.0,9.1,10.9,0.0,0.0,0.0,-0.004,-4.7,-1.1,-5.9,-0.2
235,187,Kevon Harris,SG,26,ORL,1,3,-17.4,,,,0.0,39.0,19.2,0.0,0.0,0.0,100.0,14.4,0.0,0.0,0.0,-0.392,-24.0,-3.4,-27.3,0.0
236,188,Tobias Harris,PF,31,PHI,48,1630,16.9,.598,.254,.257,3.4,16.2,9.8,14.5,1.4,1.4,9.0,20.4,2.7,1.7,4.4,.129,1.3,-0.4,1.0,1.2
237,189,Shaquille Harrison,SG,30,MEM,3,6,15.7,.500,.000,.000,0.0,38.3,18.4,0.0,0.0,15.4,0.0,14.3,0.0,0.0,0.0,.088,-0.8,5.3,4.6,0.0
238,190,Josh Hart,SF,28,NYK,52,1541,10.4,.513,.413,.153,4.9,21.6,13.3,14.1,1.3,0.8,14.3,12.6,0.7,2.1,2.8,.086,-2.0,1.3,-0.7,0.5
239,191,Isaiah Hartenstein,C,25,NYK,50,1280,17.3,.650,.013,.429,14.9,22.8,18.8,10.4,2.2,4.0,17.7,11.1,2.6,2.4,5.0,.188,-0.2,2.4,2.2,1.4
240,192,Sam Hauser,SF,26,BOS,52,1119,11.4,.626,.860,.052,3.3,12.7,8.2,5.8,0.9,1.0,7.2,13.9,1.4,1.3,2.8,.118,0.3,0.0,0.3,0.7
241,193,Jordan Hawkins,SG,21,NOP,48,969,11.3,.559,.652,.190,3.0,11.7,7.3,8.5,0.9,0.4,8.1,19.8,0.6,0.8,1.4,.070,-0.6,-1.7,-2.3,-0.1
242,194,Jaxson Hayes,C,23,LAL,43,471,13.1,.694,.063,.432,8.1,14.3,11.3,5.4,2.0,3.2,15.7,12.3,0.6,0.6,1.2,.125,-3.5,1.3,-2.3,0.0
243,195,Killian Hayes,PG,22,DET,42,1008,10.4,.474,.261,.177,1.2,12.3,6.6,26.8,1.7,1.6,14.3,14.9,0.0,0.5,0.6,.026,-2.9,0.2,-2.7,-0.2
244,196,Gordon Hayward,SF,33,CHO,25,798,14.0,.544,.205,.273,3.3,13.6,8.2,21.7,1.7,1.4,13.3,20.9,0.2,0.3,0.6,.034,-1.3,-0.7,-2.1,0.0
