,GameId,Date,TeamId,OppId,TeamScore,OppScore,TeamPoss,OppPoss,Team,Opp,Home
699,0022300672,2024-01-30,1610612761,1610612741,118,107,100,99,TOR,CHI,False
698,0022300671,2024-01-30,1610612762,1610612752,103,118,92,90,UTA,NYK,False
696,0022300669,2024-01-30,1610612747,1610612737,122,138,106,108,LAL,ATL,False
697,0022300670,2024-01-30,1610612754,1610612738,124,129,98,99,IND,BOS,False
701,0022300674,2024-01-31,1610612766,1610612741,110,117,94,94,CHA,CHI,True
707,0022300681,2024-01-31,1610612759,1610612753,98,108,101,100,SAS,ORL,True
706,0022300680,2024-01-31,1610612750,1610612742,121,87,93,93,MIN,DAL,True
708,0022300682,2024-01-31,1610612760,1610612743,105,100,95,95,OKC,DEN,True
709,0022300677,2024-01-31,1610612751,1610612756,120,136,100,99,BKN,PHX,True
708,0022300682,2024-01-31,1610612743,1610612760,100,105,95,95,DEN,OKC,False
710,0022300683,2024-01-31,1610612757,1610612749,119,116,97,97,POR,MIL,True
705,0022300679,2024-01-31,1610612745,1610612740,99,110,94,95,HOU,NOP,True
704,0022300678,2024-01-31,1610612748,1610612758,115,106,95,97,MIA,SAC,True
703,0022300676,2024-01-31,1610612764,1610612746,109,125,99,99,WAS,LAC,True
702,0022300675,2024-01-31,1610612739,1610612765,128,121,98,97,CLE,DET,True
702,0022300675,2024-01-31,1610612765,1610612739,121,128,97,98,DET,CLE,False
709,0022300677,2024-01-31,1610612756,1610612751,136,120,99,100,PHX,BKN,False
704,0022300678,2024-01-31,1610612758,1610612748,106,115,97,95,SAC,MIA,False
705,0022300679,2024-01-31,1610612740,1610612745,110,99,95,94,NOP,HOU,False
706,0022300680,2024-01-31,1610612742,1610612750,87,121,93,93,DAL,MIN,False
707,0022300681,2024-01-31,1610612753,1610612759,108,98,100,101,ORL,SAS,False
701,0022300674,2024-01-31,1610612741,1610612766,117,110,94,94,CHI,CHA,False
710,0022300683,2024-01-31,1610612749,1610612757,116,119,97,97,MIL,POR,False
703,0022300676,2024-01-31,1610612746,1610612764,125,109,99,99,LAC,WAS,False
713,0022300686,2024-02-01,1610612762,1610612755,124,127,98,96,UTA,PHI,True
714,0022300684,2024-02-01,1610612747,1610612738,114,105,98,99,LAL,BOS,False
713,0022300686,2024-02-01,1610612755,1610612762,127,124,96,98,PHI,UTA,False
712,0022300687,2024-02-01,1610612739,1610612763,108,101,97,97,CLE,MEM,False
711,0022300685,2024-02-01,1610612754,1610612752,105,109,98,98,IND,NYK,False
711,0022300685,2024-02-01,1610612752,1610612754,109,105,98,98,NYK,IND,True
712,0022300687,2024-02-01,1610612763,1610612739,101,108,97,97,MEM,CLE,True
714,0022300684,2024-02-01,1610612738,1610612747,105,114,99,98,BOS,LAL,True
720,0022300693,2024-02-02,1610612763,1610612744,101,121,100,100,MEM,GSW,True
716,0022300689,2024-02-02,1610612764,1610612748,102,110,99,98,WAS,MIA,True
722,0022300695,2024-02-02,1610612766,1610612760,106,126,102,102,CHA,OKC,False
715,0022300688,2024-02-02,1610612765,1610612746,125,136,98,99,DET,LAC,True
721,0022300694,2024-02-02,1610612753,1610612750,108,106,98,100,ORL,MIN,False
720,0022300693,2024-02-02,1610612744,1610612763,121,101,100,100,GSW,MEM,False
719,0022300692,2024-02-02,1610612761,1610612745,106,135,106,105,TOR,HOU,False
718,0022300691,2024-02-02,1610612758,1610612754,133,122,109,108,SAC,IND,False
717,0022300690,2024-02-02,1610612756,1610612737,120,129,101,100,PHX,ATL,False
723,0022300696,2024-02-02,1610612740,1610612759,114,113,98,99,NOP,SAS,False
716,0022300689,2024-02-02,1610612748,1610612764,110,102,98,99,MIA,WAS,False
724,0022300697,2024-02-02,1610612743,1610612757,120,108,89,90,DEN,POR,True
723,0022300696,2024-02-02,1610612759,1610612740,113,114,99,98,SAS,NOP,True
722,0022300695,2024-02-02,1610612760,1610612766,126,106,102,102,OKC,CHA,True
721,0022300694,2024-02-02,1610612750,1610612753,106,108,100,98,MIN,ORL,True
719,0022300692,2024-02-02,1610612745,1610612761,135,106,105,106,HOU,TOR,True
718,0022300691,2024-02-02,1610612754,1610612758,122,133,108,109,IND,SAC,True
717,0022300690,2024-02-02,1610612737,1610612756,129,120,100,101,ATL,PHX,True
715,0022300688,2024-02-02,1610612746,1610612765,136,125,99,98,LAC,DET,False
724,0022300697,2024-02-02,1610612757,1610612743,108,120,90,89,POR,DEN,False
728,0022300701,2024-02-03,1610612747,1610612752,113,105,93,92,LAL,NYK,False
726,0022300699,2024-02-03,1610612744,1610612737,134,141,116,114,GSW,ATL,False
727,0022300700,2024-02-03,1610612758,1610612741,123,115,105,105,SAC,CHI,False
729,0022300702,2024-02-03,1610612749,1610612742,129,117,104,104,MIL,DAL,False
730,0022300703,2024-02-03,1610612739,1610612759,117,101,101,100,CLE,SAS,False
729,0022300702,2024-02-03,1610612742,1610612749,117,129,104,104,DAL,MIL,True
728,0022300701,2024-02-03,1610612752,1610612747,105,113,92,93,NYK,LAL,True
727,0022300700,2024-02-03,1610612741,1610612758,115,123,105,105,CHI,SAC,True
726,0022300699,2024-02-03,1610612737,1610612744,141,134,114,116,ATL,GSW,True
725,0022300698,2024-02-03,1610612755,1610612751,121,136,100,100,PHI,BKN,True
725,0022300698,2024-02-03,1610612751,1610612755,136,121,100,100,BKN,PHI,False
730,0022300703,2024-02-03,1610612759,1610612739,101,117,100,101,SAS,CLE,True
736,0022300709,2024-02-04,1610612745,1610612750,90,111,101,101,HOU,MIN,False
733,0022300706,2024-02-04,1610612763,1610612738,91,131,100,99,MEM,BOS,False
732,0022300705,2024-02-04,1610612756,1610612764,140,112,106,107,PHX,WAS,False
731,0022300704,2024-02-04,1610612753,1610612765,111,99,95,93,ORL,DET,False
735,0022300708,2024-02-04,1610612746,1610612748,103,95,95,93,LAC,MIA,False
734,0022300707,2024-02-04,1610612754,1610612766,115,99,98,97,IND,CHA,False
738,0022300711,2024-02-04,1610612749,1610612762,108,123,99,97,MIL,UTA,False
736,0022300709,2024-02-04,1610612750,1610612745,111,90,101,101,MIN,HOU,True
732,0022300705,2024-02-04,1610612764,1610612756,112,140,107,106,WAS,PHX,True
731,0022300704,2024-02-04,1610612765,1610612753,99,111,93,95,DET,ORL,True
735,0022300708,2024-02-04,1610612748,1610612746,95,103,93,95,MIA,LAC,True
737,0022300710,2024-02-04,1610612760,1610612761,135,127,104,107,OKC,TOR,True
738,0022300711,2024-02-04,1610612762,1610612749,123,108,97,99,UTA,MIL,True
739,0022300712,2024-02-04,1610612743,1610612757,112,103,88,89,DEN,POR,True
733,0022300706,2024-02-04,1610612738,1610612763,131,91,99,100,BOS,MEM,True
734,0022300707,2024-02-04,1610612766,1610612754,99,115,97,98,CHA,IND,True
739,0022300712,2024-02-04,1610612757,1610612743,103,112,89,88,POR,DEN,False
737,0022300710,2024-02-04,1610612761,1610612760,127,135,107,104,TOR,OKC,False
741,0022300714,2024-02-05,1610612739,1610612758,136,110,97,98,CLE,SAC,True
742,0022300715,2024-02-05,1610612755,1610612742,102,118,96,95,PHI,DAL,True
743,0022300716,2024-02-05,1610612737,1610612746,144,149,102,101,ATL,LAC,True
744,0022300717,2024-02-05,1610612751,1610612744,98,109,98,97,BKN,GSW,True
745,0022300718,2024-02-05,1610612740,1610612761,138,100,97,96,NOP,TOR,True
740,0022300713,2024-02-05,1610612766,1610612747,118,124,105,106,CHA,LAL,True
740,0022300713,2024-02-05,1610612747,1610612766,124,118,106,105,LAL,CHA,False
743,0022300716,2024-02-05,1610612746,1610612737,149,144,101,102,LAC,ATL,False
741,0022300714,2024-02-05,1610612758,1610612739,110,136,98,97,SAC,CLE,False
745,0022300718,2024-02-05,1610612761,1610612740,100,138,96,97,TOR,NOP,False
744,0022300717,2024-02-05,1610612744,1610612751,109,98,97,98,GSW,BKN,False
742,0022300715,2024-02-05,1610612742,1610612755,118,102,95,96,DAL,PHI,False
752,0022300725,2024-02-06,1610612756,1610612749,114,106,101,100,PHX,MIL,True
749,0022300722,2024-02-06,1610612752,1610612763,123,113,93,94,NYK,MEM,True
748,0022300721,2024-02-06,1610612748,1610612753,121,95,98,97,MIA,ORL,True
747,0022300720,2024-02-06,1610612751,1610612742,107,119,100,99,BKN,DAL,True
746,0022300719,2024-02-06,1610612754,1610612745,132,129,99,100,IND,HOU,True
751,0022300724,2024-02-06,1610612762,1610612760,124,117,98,98,UTA,OKC,True
746,0022300719,2024-02-06,1610612745,1610612754,129,132,100,99,HOU,IND,False
747,0022300720,2024-02-06,1610612742,1610612751,119,107,99,100,DAL,BKN,False
748,0022300721,2024-02-06,1610612753,1610612748,95,121,97,98,ORL,MIA,False
749,0022300722,2024-02-06,1610612763,1610612752,113,123,94,93,MEM,NYK,False
750,0022300723,2024-02-06,1610612750,1610612741,123,129,103,104,MIN,CHI,False
751,0022300724,2024-02-06,1610612760,1610612762,117,124,98,98,OKC,UTA,False
752,0022300725,2024-02-06,1610612749,1610612756,106,114,100,101,MIL,PHX,False
750,0022300723,2024-02-06,1610612741,1610612750,129,123,104,103,CHI,MIN,True
758,0022300731,2024-02-07,1610612746,1610612740,106,117,97,98,LAC,NOP,True
754,0022300728,2024-02-07,1610612764,1610612739,106,114,101,101,WAS,CLE,True
755,0022300727,2024-02-07,1610612755,1610612744,104,127,102,103,PHI,GSW,True
756,0022300729,2024-02-07,1610612738,1610612737,125,117,104,104,BOS,ATL,True
757,0022300730,2024-02-07,1610612748,1610612759,116,104,102,101,MIA,SAS,True
759,0022300732,2024-02-07,1610612758,1610612765,120,133,101,100,SAC,DET,True
753,0022300726,2024-02-07,1610612761,1610612766,123,117,95,96,TOR,CHA,False
754,0022300728,2024-02-07,1610612739,1610612764,114,106,101,101,CLE,WAS,False
755,0022300727,2024-02-07,1610612744,1610612755,127,104,103,102,GSW,PHI,False
756,0022300729,2024-02-07,1610612737,1610612738,117,125,104,104,ATL,BOS,False
753,0022300726,2024-02-07,1610612766,1610612761,117,123,96,95,CHA,TOR,True
757,0022300730,2024-02-07,1610612759,1610612748,104,116,101,102,SAS,MIA,False
759,0022300732,2024-02-07,1610612765,1610612758,133,120,100,101,DET,SAC,False
758,0022300731,2024-02-07,1610612740,1610612746,117,106,98,97,NOP,LAC,False
761,0022300734,2024-02-08,1610612759,1610612753,111,127,97,97,SAS,ORL,False
762,0022300735,2024-02-08,1610612739,1610612751,118,95,97,97,CLE,BKN,False
764,0022300737,2024-02-08,1610612741,1610612763,118,110,94,93,CHI,MEM,False
765,0022300738,2024-02-08,1610612750,1610612749,129,105,90,90,MIN,MIL,False
766,0022300739,2024-02-08,1610612762,1610612756,115,129,102,102,UTA,PHX,False
760,0022300733,2024-02-08,1610612744,1610612754,131,109,99,99,GSW,IND,False
763,0022300736,2024-02-08,1610612742,1610612752,122,108,94,94,DAL,NYK,False
768,0022300741,2024-02-08,1610612765,1610612757,128,122,103,105,DET,POR,False
760,0022300733,2024-02-08,1610612754,1610612744,109,131,99,99,IND,GSW,True
761,0022300734,2024-02-08,1610612753,1610612759,127,111,97,97,ORL,SAS,True
762,0022300735,2024-02-08,1610612751,1610612739,95,118,97,97,BKN,CLE,True
763,0022300736,2024-02-08,1610612752,1610612742,108,122,94,94,NYK,DAL,True
764,0022300737,2024-02-08,1610612763,1610612741,110,118,93,94,MEM,CHI,True
765,0022300738,2024-02-08,1610612749,1610612750,105,129,90,90,MIL,MIN,True
766,0022300739,2024-02-08,1610612756,1610612762,129,115,102,102,PHX,UTA,True
767,0022300740,2024-02-08,1610612743,1610612747,114,106,94,94,DEN,LAL,False
767,0022300740,2024-02-08,1610612747,1610612743,106,114,94,94,LAL,DEN,True
768,0022300741,2024-02-08,1610612757,1610612765,122,128,105,103,POR,DET,True
770,0022300743,2024-02-09,1610612764,1610612738,129,133,109,110,WAS,BOS,False
769,0022300742,2024-02-09,1610612755,1610612737,121,127,97,99,PHI,ATL,True
770,0022300743,2024-02-09,1610612738,1610612764,133,129,110,109,BOS,WAS,True
771,0022300744,2024-02-09,1610612761,1610612745,107,104,96,95,TOR,HOU,True
772,0022300745,2024-02-09,1610612749,1610612766,120,84,98,98,MIL,CHA,True
773,0022300747,2024-02-09,1610612747,1610612740,139,122,100,101,LAL,NOP,True
774,0022300746,2024-02-09,1610612758,1610612743,135,106,104,102,SAC,DEN,True
774,0022300746,2024-02-09,1610612743,1610612758,106,135,102,104,DEN,SAC,False
773,0022300747,2024-02-09,1610612740,1610612747,122,139,101,100,NOP,LAL,False
772,0022300745,2024-02-09,1610612766,1610612749,84,120,98,98,CHA,MIL,False
771,0022300744,2024-02-09,1610612745,1610612761,104,107,95,96,HOU,TOR,False
769,0022300742,2024-02-09,1610612737,1610612755,127,121,99,97,ATL,PHI,False
781,0022300754,2024-02-10,1610612745,1610612737,113,122,104,105,HOU,ATL,False
780,0022300753,2024-02-10,1610612755,1610612764,119,113,103,105,PHI,WAS,False
779,0022300752,2024-02-10,1610612741,1610612753,108,114,94,93,CHI,ORL,False
777,0022300750,2024-02-10,1610612759,1610612751,103,123,93,95,SAS,BKN,False
776,0022300749,2024-02-10,1610612765,1610612746,106,112,102,103,DET,LAC,False
775,0022300748,2024-02-10,1610612760,1610612742,111,146,104,105,OKC,DAL,False
778,0022300751,2024-02-10,1610612763,1610612766,106,115,97,98,MEM,CHA,False
785,0022300758,2024-02-10,1610612757,1610612740,84,93,85,86,POR,NOP,True
785,0022300758,2024-02-10,1610612740,1610612757,93,84,86,85,NOP,POR,False
782,0022300755,2024-02-10,1610612754,1610612752,125,111,98,98,IND,NYK,False
784,0022300757,2024-02-10,1610612744,1610612756,113,112,104,103,GSW,PHX,True
783,0022300756,2024-02-10,1610612761,1610612739,95,119,93,93,TOR,CLE,True
782,0022300755,2024-02-10,1610612752,1610612754,111,125,98,98,NYK,IND,True
781,0022300754,2024-02-10,1610612737,1610612745,122,113,105,104,ATL,HOU,True
780,0022300753,2024-02-10,1610612764,1610612755,113,119,105,103,WAS,PHI,True
779,0022300752,2024-02-10,1610612753,1610612741,114,108,93,94,ORL,CHI,True
778,0022300751,2024-02-10,1610612766,1610612763,115,106,98,97,CHA,MEM,True
777,0022300750,2024-02-10,1610612751,1610612759,123,103,95,93,BKN,SAS,True
776,0022300749,2024-02-10,1610612746,1610612765,112,106,103,102,LAC,DET,True
775,0022300748,2024-02-10,1610612742,1610612760,146,111,105,104,DAL,OKC,True
784,0022300757,2024-02-10,1610612756,1610612744,112,113,103,104,PHX,GSW,False
783,0022300756,2024-02-10,1610612739,1610612761,119,95,93,93,CLE,TOR,False
787,0022300759,2024-02-11,1610612748,1610612738,106,110,89,89,MIA,BOS,True
786,0022300760,2024-02-11,1610612760,1610612758,127,113,100,100,OKC,SAC,True
786,0022300760,2024-02-11,1610612758,1610612760,113,127,100,100,SAC,OKC,False
787,0022300759,2024-02-11,1610612738,1610612748,110,106,89,89,BOS,MIA,False
