,GameId,Date,TeamId,OppId,TeamScore,OppScore,TeamPoss,OppPoss,Team,Opp,Home
532,0022300503,2024-01-07,1610612763,1610612756,121,115,105,104,MEM,PHX,False
528,0022300498,2024-01-07,1610612757,1610612751,134,127,105,105,POR,BKN,False
529,0022300499,2024-01-07,1610612737,1610612753,110,117,105,106,ATL,ORL,False
530,0022300501,2024-01-07,1610612750,1610612742,108,115,93,94,MIN,DAL,False
531,0022300502,2024-01-07,1610612765,1610612743,114,131,97,96,DET,DEN,False
536,0022300507,2024-01-08,1610612738,1610612754,131,133,100,99,BOS,IND,False
540,0022300511,2024-01-08,1610612756,1610612746,111,138,97,97,PHX,LAC,False
539,0022300510,2024-01-08,1610612762,1610612749,132,116,98,99,UTA,MIL,False
535,0022300506,2024-01-08,1610612741,1610612766,119,112,102,101,CHI,CHA,False
536,0022300507,2024-01-08,1610612754,1610612738,133,131,99,100,IND,BOS,True
537,0022300508,2024-01-08,1610612764,1610612760,128,136,102,102,WAS,OKC,True
535,0022300506,2024-01-08,1610612766,1610612741,112,119,101,102,CHA,CHI,True
539,0022300510,2024-01-08,1610612749,1610612762,116,132,99,98,MIL,UTA,True
540,0022300511,2024-01-08,1610612746,1610612756,138,111,97,97,LAC,PHX,True
538,0022300509,2024-01-08,1610612745,1610612748,113,120,95,96,HOU,MIA,False
537,0022300508,2024-01-08,1610612760,1610612764,136,128,102,102,OKC,WAS,False
538,0022300509,2024-01-08,1610612748,1610612745,120,113,96,95,MIA,HOU,True
542,0022300514,2024-01-09,1610612752,1610612757,112,84,95,95,NYK,POR,True
541,0022300513,2024-01-09,1610612750,1610612753,113,92,98,97,MIN,ORL,False
543,0022300515,2024-01-09,1610612742,1610612763,103,120,98,98,DAL,MEM,True
544,0022300516,2024-01-09,1610612747,1610612761,132,131,105,105,LAL,TOR,True
545,0022300512,2024-01-09,1610612765,1610612758,110,131,102,102,DET,SAC,True
542,0022300514,2024-01-09,1610612757,1610612752,84,112,95,95,POR,NYK,False
543,0022300515,2024-01-09,1610612763,1610612742,120,103,98,98,MEM,DAL,False
544,0022300516,2024-01-09,1610612761,1610612747,131,132,105,105,TOR,LAL,False
545,0022300512,2024-01-09,1610612758,1610612765,131,110,102,102,SAC,DET,False
541,0022300513,2024-01-09,1610612753,1610612750,92,113,97,98,ORL,MIN,True
551,0022300522,2024-01-10,1610612760,1610612748,128,120,100,99,OKC,MIA,False
546,0022300517,2024-01-10,1610612738,1610612750,127,120,104,102,BOS,MIN,True
552,0022300523,2024-01-10,1610612745,1610612741,119,124,109,110,HOU,CHI,False
553,0022300525,2024-01-10,1610612740,1610612744,141,105,99,98,NOP,GSW,False
554,0022300524,2024-01-10,1610612743,1610612762,111,124,99,101,DEN,UTA,False
555,0022300526,2024-01-10,1610612761,1610612746,120,126,95,96,TOR,LAC,False
549,0022300520,2024-01-10,1610612764,1610612754,104,112,101,100,WAS,IND,False
548,0022300519,2024-01-10,1610612759,1610612765,130,108,97,97,SAS,DET,False
547,0022300518,2024-01-10,1610612758,1610612766,123,98,95,94,SAC,CHA,False
550,0022300521,2024-01-10,1610612755,1610612737,132,139,111,111,PHI,ATL,False
546,0022300517,2024-01-10,1610612750,1610612738,120,127,102,104,MIN,BOS,False
553,0022300525,2024-01-10,1610612744,1610612740,105,141,98,99,GSW,NOP,True
552,0022300523,2024-01-10,1610612741,1610612745,124,119,110,109,CHI,HOU,True
551,0022300522,2024-01-10,1610612748,1610612760,120,128,99,100,MIA,OKC,True
550,0022300521,2024-01-10,1610612737,1610612755,139,132,111,111,ATL,PHI,True
549,0022300520,2024-01-10,1610612754,1610612764,112,104,100,101,IND,WAS,True
548,0022300519,2024-01-10,1610612765,1610612759,108,130,97,97,DET,SAS,True
547,0022300518,2024-01-10,1610612766,1610612758,98,123,94,95,CHA,SAC,True
554,0022300524,2024-01-10,1610612762,1610612743,124,111,101,99,UTA,DEN,True
555,0022300526,2024-01-10,1610612746,1610612761,126,120,96,95,LAC,TOR,True
558,0022300529,2024-01-11,1610612760,1610612757,139,77,101,102,OKC,POR,True
557,0022300528,2024-01-11,1610612749,1610612738,135,102,98,99,MIL,BOS,True
559,0022300530,2024-01-11,1610612742,1610612752,128,124,98,98,DAL,NYK,True
560,0022300531,2024-01-11,1610612747,1610612756,109,127,99,101,LAL,PHX,True
560,0022300531,2024-01-11,1610612756,1610612747,127,109,101,99,PHX,LAL,False
559,0022300530,2024-01-11,1610612752,1610612742,124,128,98,98,NYK,DAL,False
558,0022300529,2024-01-11,1610612757,1610612760,77,139,102,101,POR,OKC,False
557,0022300528,2024-01-11,1610612738,1610612749,102,135,99,98,BOS,MIL,False
556,0022300527,2024-01-11,1610612751,1610612739,102,111,98,99,BKN,CLE,False
556,0022300527,2024-01-11,1610612739,1610612751,111,102,99,98,CLE,BKN,True
567,0022300538,2024-01-12,1610612757,1610612750,93,116,99,97,POR,MIN,False
566,0022300537,2024-01-12,1610612746,1610612763,128,119,96,96,LAC,MEM,False
565,0022300536,2024-01-12,1610612744,1610612741,140,131,97,96,GSW,CHI,False
563,0022300534,2024-01-12,1610612745,1610612765,112,110,98,98,HOU,DET,False
562,0022300533,2024-01-12,1610612754,1610612737,126,108,98,98,IND,ATL,False
561,0022300532,2024-01-12,1610612758,1610612755,93,112,95,95,SAC,PHI,False
564,0022300535,2024-01-12,1610612753,1610612748,96,99,92,90,ORL,MIA,False
569,0022300540,2024-01-12,1610612761,1610612762,113,145,101,102,TOR,UTA,False
566,0022300537,2024-01-12,1610612763,1610612746,119,128,96,96,MEM,LAC,True
563,0022300534,2024-01-12,1610612765,1610612745,110,112,98,98,DET,HOU,True
564,0022300535,2024-01-12,1610612748,1610612753,99,96,90,92,MIA,ORL,True
565,0022300536,2024-01-12,1610612741,1610612744,131,140,96,97,CHI,GSW,True
567,0022300538,2024-01-12,1610612750,1610612757,116,93,97,99,MIN,POR,True
568,0022300541,2024-01-12,1610612759,1610612766,135,99,103,103,SAS,CHA,True
569,0022300540,2024-01-12,1610612762,1610612761,145,113,102,101,UTA,TOR,True
570,0022300539,2024-01-12,1610612743,1610612740,125,113,100,100,DEN,NOP,True
568,0022300541,2024-01-12,1610612766,1610612759,99,135,103,103,CHA,SAS,False
561,0022300532,2024-01-12,1610612755,1610612758,112,93,95,95,PHI,SAC,True
570,0022300539,2024-01-12,1610612740,1610612743,113,125,100,100,NOP,DEN,False
562,0022300533,2024-01-12,1610612737,1610612754,108,126,98,98,ATL,IND,True
572,0022300543,2024-01-13,1610612737,1610612764,99,127,103,104,ATL,WAS,True
573,0022300544,2024-01-13,1610612763,1610612752,94,106,98,98,MEM,NYK,True
574,0022300545,2024-01-13,1610612749,1610612744,129,118,98,98,MIL,GSW,True
575,0022300546,2024-01-13,1610612760,1610612753,112,100,97,97,OKC,ORL,True
576,0022300547,2024-01-13,1610612742,1610612740,108,118,92,92,DAL,NOP,True
577,0022300548,2024-01-13,1610612759,1610612741,116,122,98,99,SAS,CHI,True
578,0022300549,2024-01-13,1610612762,1610612747,132,125,105,105,UTA,LAL,True
571,0022300542,2024-01-13,1610612738,1610612745,145,113,106,107,BOS,HOU,True
571,0022300542,2024-01-13,1610612745,1610612738,113,145,107,106,HOU,BOS,False
575,0022300546,2024-01-13,1610612753,1610612760,100,112,97,97,ORL,OKC,False
572,0022300543,2024-01-13,1610612764,1610612737,127,99,104,103,WAS,ATL,False
573,0022300544,2024-01-13,1610612752,1610612763,106,94,98,98,NYK,MEM,False
574,0022300545,2024-01-13,1610612744,1610612749,118,129,98,98,GSW,MIL,False
576,0022300547,2024-01-13,1610612740,1610612742,118,108,92,92,NOP,DAL,False
577,0022300548,2024-01-13,1610612741,1610612759,122,116,99,98,CHI,SAS,False
578,0022300549,2024-01-13,1610612747,1610612762,125,132,105,105,LAL,UTA,False
581,0022300552,2024-01-14,1610612749,1610612758,143,142,112,113,MIL,SAC,True
582,0022300553,2024-01-14,1610612750,1610612746,109,105,92,93,MIN,LAC,True
583,0022300554,2024-01-14,1610612757,1610612756,116,127,96,95,POR,PHX,True
579,0022300550,2024-01-14,1610612754,1610612743,109,117,100,99,IND,DEN,False
580,0022300551,2024-01-14,1610612766,1610612748,87,104,95,96,CHA,MIA,False
581,0022300552,2024-01-14,1610612758,1610612749,142,143,113,112,SAC,MIL,False
582,0022300553,2024-01-14,1610612746,1610612750,105,109,93,92,LAC,MIN,False
583,0022300554,2024-01-14,1610612756,1610612757,127,116,95,96,PHX,POR,False
580,0022300551,2024-01-14,1610612748,1610612766,104,87,96,95,MIA,CHA,True
579,0022300550,2024-01-14,1610612743,1610612754,117,109,99,100,DEN,IND,True
592,0022300563,2024-01-15,1610612738,1610612761,105,96,100,100,BOS,TOR,False
588,0022300559,2024-01-15,1610612759,1610612737,99,109,108,108,SAS,ATL,False
589,0022300560,2024-01-15,1610612744,1610612763,107,116,99,100,GSW,MEM,False
585,0022300556,2024-01-15,1610612740,1610612742,120,125,97,97,NOP,DAL,False
584,0022300555,2024-01-15,1610612745,1610612755,115,124,96,97,HOU,PHI,False
591,0022300562,2024-01-15,1610612748,1610612751,96,95,101,100,MIA,BKN,False
587,0022300558,2024-01-15,1610612765,1610612764,129,117,96,95,DET,WAS,False
594,0022300565,2024-01-15,1610612747,1610612760,112,105,98,96,LAL,OKC,True
593,0022300564,2024-01-15,1610612762,1610612754,132,105,101,100,UTA,IND,True
592,0022300563,2024-01-15,1610612761,1610612738,96,105,100,100,TOR,BOS,True
591,0022300562,2024-01-15,1610612751,1610612748,95,96,100,101,BKN,MIA,True
590,0022300561,2024-01-15,1610612739,1610612741,109,91,98,98,CLE,CHI,True
590,0022300561,2024-01-15,1610612741,1610612739,91,109,98,98,CHI,CLE,False
589,0022300560,2024-01-15,1610612763,1610612744,116,107,100,99,MEM,GSW,True
586,0022300557,2024-01-15,1610612753,1610612752,98,94,86,86,ORL,NYK,False
587,0022300558,2024-01-15,1610612764,1610612765,117,129,95,96,WAS,DET,True
586,0022300557,2024-01-15,1610612752,1610612753,94,98,86,86,NYK,ORL,True
585,0022300556,2024-01-15,1610612742,1610612740,125,120,97,97,DAL,NOP,True
588,0022300559,2024-01-15,1610612737,1610612759,109,99,108,108,ATL,SAS,True
584,0022300555,2024-01-15,1610612755,1610612745,124,115,97,96,PHI,HOU,True
593,0022300564,2024-01-15,1610612754,1610612762,105,132,100,101,IND,UTA,False
594,0022300565,2024-01-15,1610612760,1610612747,105,112,96,98,OKC,LAL,False
597,0022300568,2024-01-16,1610612760,1610612746,117,128,93,92,OKC,LAC,False
596,0022300567,2024-01-16,1610612758,1610612756,117,119,102,103,SAC,PHX,False
595,0022300566,2024-01-16,1610612755,1610612743,126,121,92,92,PHI,DEN,True
596,0022300567,2024-01-16,1610612756,1610612758,119,117,103,102,PHX,SAC,True
597,0022300568,2024-01-16,1610612746,1610612760,128,117,92,93,LAC,OKC,True
595,0022300566,2024-01-16,1610612743,1610612755,121,126,92,92,DEN,PHI,False
614,0022300575,2024-01-17,1610612740,1610612766,132,112,96,94,NOP,CHA,True
615,0022300573,2024-01-17,1610612752,1610612745,109,94,95,94,NYK,HOU,True
618,0022300574,2024-01-17,1610612761,1610612748,121,97,93,94,TOR,MIA,True
617,0022300578,2024-01-17,1610612757,1610612751,105,103,89,89,POR,BKN,True
600,0022300571,2024-01-17,1610612759,1610612738,98,117,98,97,SAS,BOS,False
598,0022300569,2024-01-17,1610612750,1610612765,124,117,99,100,MIN,DET,False
616,0022300577,2024-01-17,1610612747,1610612742,127,110,100,101,LAL,DAL,True
601,0022300572,2024-01-17,1610612749,1610612739,95,135,100,99,MIL,CLE,False
615,0022300573,2024-01-17,1610612745,1610612752,94,109,94,95,HOU,NYK,False
614,0022300575,2024-01-17,1610612766,1610612740,112,132,94,96,CHA,NOP,False
601,0022300572,2024-01-17,1610612739,1610612749,135,95,99,100,CLE,MIL,True
600,0022300571,2024-01-17,1610612738,1610612759,117,98,97,98,BOS,SAS,True
599,0022300570,2024-01-17,1610612737,1610612753,106,104,96,94,ATL,ORL,True
598,0022300569,2024-01-17,1610612765,1610612750,117,124,100,99,DET,MIN,True
616,0022300577,2024-01-17,1610612742,1610612747,110,127,101,100,DAL,LAL,False
617,0022300578,2024-01-17,1610612751,1610612757,103,105,89,89,BKN,POR,False
618,0022300574,2024-01-17,1610612748,1610612761,97,121,94,93,MIA,TOR,False
599,0022300570,2024-01-17,1610612753,1610612737,104,106,94,96,ORL,ATL,False
602,0022300579,2024-01-18,1610612764,1610612752,109,113,103,103,WAS,NYK,False
604,0022300581,2024-01-18,1610612760,1610612762,134,129,105,103,OKC,UTA,False
605,0022300582,2024-01-18,1610612763,1610612750,103,118,96,95,MEM,MIN,False
606,0022300583,2024-01-18,1610612754,1610612758,126,121,100,99,IND,SAC,False
603,0022300580,2024-01-18,1610612741,1610612761,116,110,96,96,CHI,TOR,False
606,0022300583,2024-01-18,1610612758,1610612754,121,126,99,100,SAC,IND,True
605,0022300582,2024-01-18,1610612750,1610612763,118,103,95,96,MIN,MEM,True
604,0022300581,2024-01-18,1610612762,1610612760,129,134,103,105,UTA,OKC,True
603,0022300580,2024-01-18,1610612761,1610612741,110,116,96,96,TOR,CHI,True
602,0022300579,2024-01-18,1610612752,1610612764,113,109,103,103,NYK,WAS,True
612,0022300590,2024-01-19,1610612757,1610612754,118,115,100,100,POR,IND,True
611,0022300588,2024-01-19,1610612740,1610612756,109,123,100,100,NOP,PHX,True
610,0022300587,2024-01-19,1610612748,1610612737,108,109,95,95,MIA,ATL,True
609,0022300586,2024-01-19,1610612738,1610612743,100,102,85,84,BOS,DEN,True
608,0022300585,2024-01-19,1610612753,1610612755,109,124,93,93,ORL,PHI,True
607,0022300584,2024-01-19,1610612766,1610612759,124,120,97,95,CHA,SAS,True
607,0022300584,2024-01-19,1610612759,1610612766,120,124,95,97,SAS,CHA,False
608,0022300585,2024-01-19,1610612755,1610612753,124,109,93,93,PHI,ORL,False
613,0022300591,2024-01-19,1610612747,1610612751,112,130,101,99,LAL,BKN,True
609,0022300586,2024-01-19,1610612743,1610612738,102,100,84,85,DEN,BOS,False
610,0022300587,2024-01-19,1610612737,1610612748,109,108,95,95,ATL,MIA,False
611,0022300588,2024-01-19,1610612756,1610612740,123,109,100,100,PHX,NOP,False
612,0022300590,2024-01-19,1610612754,1610612757,115,118,100,100,IND,POR,False
613,0022300591,2024-01-19,1610612751,1610612747,130,112,99,101,BKN,LAL,False
621,0022300595,2024-01-20,1610612739,1610612737,116,95,99,100,CLE,ATL,False
625,0022300599,2024-01-20,1610612750,1610612760,97,102,96,96,MIN,OKC,True
626,0022300593,2024-01-20,1610612755,1610612766,97,89,98,97,PHI,CHA,False
625,0022300599,2024-01-20,1610612760,1610612750,102,97,96,96,OKC,MIN,False
624,0022300598,2024-01-20,1610612745,1610612762,127,126,107,109,HOU,UTA,True
624,0022300598,2024-01-20,1610612762,1610612745,126,127,109,107,UTA,HOU,False
623,0022300597,2024-01-20,1610612763,1610612741,96,125,97,98,MEM,CHI,False
622,0022300596,2024-01-20,1610612761,1610612752,100,126,101,101,TOR,NYK,False
623,0022300597,2024-01-20,1610612741,1610612763,125,96,98,97,CHI,MEM,True
621,0022300595,2024-01-20,1610612737,1610612739,95,116,100,99,ATL,CLE,True
626,0022300593,2024-01-20,1610612766,1610612755,89,97,97,98,CHA,PHI,True
620,0022300594,2024-01-20,1610612764,1610612759,127,131,107,105,WAS,SAS,True
619,0022300592,2024-01-20,1610612765,1610612749,135,141,107,109,DET,MIL,True
620,0022300594,2024-01-20,1610612759,1610612764,131,127,105,107,SAS,WAS,False
619,0022300592,2024-01-20,1610612749,1610612765,141,135,109,107,MIL,DET,False
622,0022300596,2024-01-20,1610612752,1610612761,126,100,101,101,NYK,TOR,True
629,0022300602,2024-01-21,1610612764,1610612743,104,113,97,97,WAS,DEN,True
630,0022300603,2024-01-21,1610612745,1610612738,107,116,103,104,HOU,BOS,True
628,0022300601,2024-01-21,1610612748,1610612753,87,105,90,89,MIA,ORL,False
628,0022300601,2024-01-21,1610612753,1610612748,105,87,89,90,ORL,MIA,True
631,0022300604,2024-01-21,1610612756,1610612754,117,110,99,99,PHX,IND,True
632,0022300605,2024-01-21,1610612747,1610612757,134,110,99,100,LAL,POR,True
632,0022300605,2024-01-21,1610612757,1610612747,110,134,100,99,POR,LAL,False
631,0022300604,2024-01-21,1610612754,1610612756,110,117,99,99,IND,PHX,False
627,0022300600,2024-01-21,1610612746,1610612751,125,114,99,99,LAC,BKN,True
630,0022300603,2024-01-21,1610612738,1610612745,116,107,104,103,BOS,HOU,False
629,0022300602,2024-01-21,1610612743,1610612764,113,104,97,97,DEN,WAS,False
627,0022300600,2024-01-21,1610612751,1610612746,114,125,99,99,BKN,LAC,False
639,0022300613,2024-01-22,1610612758,1610612737,122,107,103,102,SAC,ATL,True
640,0022300609,2024-01-22,1610612763,1610612761,108,100,95,93,MEM,TOR,False
639,0022300613,2024-01-22,1610612737,1610612758,107,122,102,103,ATL,SAC,False
633,0022300606,2024-01-22,1610612765,1610612749,113,122,103,103,DET,MIL,True
634,0022300607,2024-01-22,1610612753,1610612739,99,126,93,92,ORL,CLE,True
636,0022300610,2024-01-22,1610612750,1610612766,125,128,99,98,MIN,CHA,True
637,0022300611,2024-01-22,1610612742,1610612738,110,119,98,100,DAL,BOS,True
638,0022300612,2024-01-22,1610612756,1610612741,115,113,94,95,PHX,CHI,True
638,0022300612,2024-01-22,1610612741,1610612756,113,115,95,94,CHI,PHX,False
640,0022300609,2024-01-22,1610612761,1610612763,100,108,93,95,TOR,MEM,True
635,0022300608,2024-01-22,1610612755,1610612759,133,123,98,98,PHI,SAS,True
633,0022300606,2024-01-22,1610612749,1610612765,122,113,103,103,MIL,DET,False
637,0022300611,2024-01-22,1610612738,1610612742,119,110,100,98,BOS,DAL,False
636,0022300610,2024-01-22,1610612766,1610612750,128,125,98,99,CHA,MIN,False
635,0022300608,2024-01-22,1610612759,1610612755,123,133,98,98,SAS,PHI,False
634,0022300607,2024-01-22,1610612739,1610612753,126,99,92,93,CLE,ORL,False
642,0022300615,2024-01-23,1610612751,1610612752,103,108,92,92,BKN,NYK,True
645,0022300618,2024-01-23,1610612747,1610612746,116,127,99,100,LAL,LAC,False
644,0022300617,2024-01-23,1610612757,1610612760,109,111,100,99,POR,OKC,False
643,0022300616,2024-01-23,1610612762,1610612740,124,153,105,105,UTA,NOP,False
641,0022300614,2024-01-23,1610612754,1610612743,109,114,95,93,IND,DEN,True
642,0022300615,2024-01-23,1610612752,1610612751,108,103,92,92,NYK,BKN,False
645,0022300618,2024-01-23,1610612746,1610612747,127,116,100,99,LAC,LAL,True
644,0022300617,2024-01-23,1610612760,1610612757,111,109,99,100,OKC,POR,True
643,0022300616,2024-01-23,1610612740,1610612762,153,124,105,105,NOP,UTA,True
641,0022300614,2024-01-23,1610612743,1610612754,114,109,93,95,DEN,IND,False
650,0022300624,2024-01-24,1610612739,1610612749,116,126,102,102,CLE,MIL,False
646,0022300619,2024-01-24,1610612766,1610612765,106,113,97,97,CHA,DET,False
647,0022300620,2024-01-24,1610612750,1610612764,118,107,104,103,MIN,WAS,False
648,0022300621,2024-01-24,1610612763,1610612748,105,96,99,99,MEM,MIA,False
649,0022300623,2024-01-24,1610612757,1610612745,137,131,103,103,POR,HOU,False
651,0022300625,2024-01-24,1610612756,1610612742,132,109,97,98,PHX,DAL,False
651,0022300625,2024-01-24,1610612742,1610612756,109,132,98,97,DAL,PHX,True
650,0022300624,2024-01-24,1610612749,1610612739,126,116,102,102,MIL,CLE,True
652,0022300622,2024-01-24,1610612759,1610612760,114,140,102,102,SAS,OKC,True
653,0022300626,2024-01-24,1610612737,1610612744,112,134,99,100,ATL,GSW,False
649,0022300623,2024-01-24,1610612745,1610612757,131,137,103,103,HOU,POR,True
648,0022300621,2024-01-24,1610612748,1610612763,96,105,99,99,MIA,MEM,True
647,0022300620,2024-01-24,1610612764,1610612750,107,118,103,104,WAS,MIN,True
646,0022300619,2024-01-24,1610612765,1610612766,113,106,97,97,DET,CHA,True
653,0022300626,2024-01-24,1610612744,1610612737,134,112,100,99,GSW,ATL,True
652,0022300622,2024-01-24,1610612760,1610612759,140,114,102,102,OKC,SAS,False
658,0022300631,2024-01-25,1610612743,1610612752,84,122,91,90,DEN,NYK,False
660,0022300632,2024-01-25,1610612758,1610612744,134,133,97,96,SAC,GSW,False
659,0022300633,2024-01-25,1610612741,1610612747,132,141,102,101,CHI,LAL,False
655,0022300628,2024-01-25,1610612764,1610612762,108,123,102,102,WAS,UTA,True
656,0022300629,2024-01-25,1610612751,1610612750,94,96,91,91,BKN,MIN,True
657,0022300630,2024-01-25,1610612748,1610612738,110,143,95,95,MIA,BOS,True
658,0022300631,2024-01-25,1610612752,1610612743,122,84,90,91,NYK,DEN,True
659,0022300633,2024-01-25,1610612747,1610612741,141,132,101,102,LAL,CHI,True
660,0022300632,2024-01-25,1610612744,1610612758,133,134,96,97,GSW,SAC,True
655,0022300628,2024-01-25,1610612762,1610612764,123,108,102,102,UTA,WAS,False
656,0022300629,2024-01-25,1610612750,1610612751,96,94,91,91,MIN,BKN,False
657,0022300630,2024-01-25,1610612738,1610612748,143,110,95,95,BOS,MIA,False
654,0022300627,2024-01-25,1610612754,1610612755,134,122,107,106,IND,PHI,True
654,0022300627,2024-01-25,1610612755,1610612754,122,134,106,107,PHI,IND,False
667,0022300641,2024-01-26,1610612757,1610612759,100,116,102,102,POR,SAS,False
661,0022300634,2024-01-26,1610612737,1610612742,143,148,107,106,ATL,DAL,True
662,0022300635,2024-01-26,1610612766,1610612745,104,138,101,101,CHA,HOU,True
663,0022300636,2024-01-26,1610612754,1610612756,133,131,104,105,IND,PHX,True
665,0022300638,2024-01-26,1610612763,1610612753,107,106,93,94,MEM,ORL,True
666,0022300640,2024-01-26,1610612740,1610612760,83,107,98,98,NOP,OKC,True
667,0022300641,2024-01-26,1610612759,1610612757,116,100,102,102,SAS,POR,True
668,0022300639,2024-01-26,1610612749,1610612739,100,112,102,102,MIL,CLE,True
661,0022300634,2024-01-26,1610612742,1610612737,148,143,106,107,DAL,ATL,False
662,0022300635,2024-01-26,1610612745,1610612766,138,104,101,101,HOU,CHA,False
663,0022300636,2024-01-26,1610612756,1610612754,131,133,105,104,PHX,IND,False
664,0022300637,2024-01-26,1610612746,1610612761,127,107,101,99,LAC,TOR,False
665,0022300638,2024-01-26,1610612753,1610612763,106,107,94,93,ORL,MEM,False
666,0022300640,2024-01-26,1610612760,1610612740,107,83,98,98,OKC,NOP,False
668,0022300639,2024-01-26,1610612739,1610612749,112,100,102,102,CLE,MIL,False
664,0022300637,2024-01-26,1610612761,1610612746,107,127,99,101,TOR,LAC,True
673,0022300646,2024-01-27,1610612738,1610612746,96,115,97,98,BOS,LAC,True
670,0022300643,2024-01-27,1610612752,1610612748,125,109,93,92,NYK,MIA,True
678,0022300651,2024-01-27,1610612758,1610612742,120,115,100,100,SAC,DAL,False
669,0022300642,2024-01-27,1610612764,1610612765,118,104,101,100,WAS,DET,False
670,0022300643,2024-01-27,1610612748,1610612752,109,125,92,93,MIA,NYK,False
671,0022300644,2024-01-27,1610612755,1610612743,105,111,93,94,PHI,DEN,False
672,0022300645,2024-01-27,1610612745,1610612751,104,106,103,103,HOU,BKN,False
673,0022300646,2024-01-27,1610612746,1610612738,115,96,98,97,LAC,BOS,False
674,0022300647,2024-01-27,1610612762,1610612766,134,122,99,100,UTA,CHA,False
669,0022300642,2024-01-27,1610612765,1610612764,104,118,100,101,DET,WAS,True
675,0022300648,2024-01-27,1610612740,1610612749,117,141,106,106,NOP,MIL,False
677,0022300650,2024-01-27,1610612747,1610612744,145,144,126,125,LAL,GSW,False
677,0022300650,2024-01-27,1610612744,1610612747,144,145,125,126,GSW,LAL,True
676,0022300649,2024-01-27,1610612759,1610612750,113,112,91,92,SAS,MIN,True
675,0022300648,2024-01-27,1610612749,1610612740,141,117,106,106,MIL,NOP,True
674,0022300647,2024-01-27,1610612766,1610612762,122,134,100,99,CHA,UTA,True
672,0022300645,2024-01-27,1610612751,1610612745,106,104,103,103,BKN,HOU,True
671,0022300644,2024-01-27,1610612743,1610612755,111,105,94,93,DEN,PHI,True
676,0022300649,2024-01-27,1610612750,1610612759,112,113,92,91,MIN,SAS,False
678,0022300651,2024-01-27,1610612742,1610612758,115,120,100,100,DAL,SAC,True
679,0022300654,2024-01-28,1610612760,1610612765,104,120,95,97,OKC,DET,False
681,0022300653,2024-01-28,1610612761,1610612737,125,126,100,102,TOR,ATL,False
680,0022300652,2024-01-28,1610612763,1610612754,110,116,96,96,MEM,IND,False
682,0022300655,2024-01-28,1610612753,1610612756,113,98,98,98,ORL,PHX,True
681,0022300653,2024-01-28,1610612737,1610612761,126,125,102,100,ATL,TOR,True
679,0022300654,2024-01-28,1610612765,1610612760,120,104,97,95,DET,OKC,True
680,0022300652,2024-01-28,1610612754,1610612763,116,110,96,96,IND,MEM,True
682,0022300655,2024-01-28,1610612756,1610612753,98,113,98,98,PHX,ORL,False
683,0022300656,2024-01-28,1610612741,1610612757,104,96,93,93,CHI,POR,False
683,0022300656,2024-01-28,1610612757,1610612741,96,104,93,93,POR,CHI,True
690,0022300663,2024-01-29,1610612758,1610612763,103,94,97,95,SAC,MEM,False
684,0022300657,2024-01-29,1610612752,1610612766,113,92,90,89,NYK,CHA,False
688,0022300661,2024-01-29,1610612756,1610612748,118,105,94,95,PHX,MIA,False
686,0022300659,2024-01-29,1610612740,1610612738,112,118,97,97,NOP,BOS,False
689,0022300662,2024-01-29,1610612747,1610612745,119,135,107,109,LAL,HOU,False
695,0022300665,2024-01-29,1610612759,1610612764,113,118,99,100,SAS,WAS,True
694,0022300668,2024-01-29,1610612757,1610612755,130,104,97,96,POR,PHI,True
693,0022300667,2024-01-29,1610612743,1610612749,113,107,100,99,DEN,MIL,True
692,0022300666,2024-01-29,1610612742,1610612753,131,129,97,98,DAL,ORL,True
691,0022300664,2024-01-29,1610612760,1610612750,101,107,92,92,OKC,MIN,True
690,0022300663,2024-01-29,1610612763,1610612758,94,103,95,97,MEM,SAC,True
689,0022300662,2024-01-29,1610612745,1610612747,135,119,109,107,HOU,LAL,True
688,0022300661,2024-01-29,1610612748,1610612756,105,118,95,94,MIA,PHX,True
687,0022300660,2024-01-29,1610612751,1610612762,147,114,104,104,BKN,UTA,True
686,0022300659,2024-01-29,1610612738,1610612740,118,112,97,97,BOS,NOP,True
685,0022300658,2024-01-29,1610612739,1610612746,118,108,97,96,CLE,LAC,True
684,0022300657,2024-01-29,1610612766,1610612752,92,113,89,90,CHA,NYK,True
685,0022300658,2024-01-29,1610612746,1610612739,108,118,96,97,LAC,CLE,False
687,0022300660,2024-01-29,1610612762,1610612751,114,147,104,104,UTA,BKN,False
691,0022300664,2024-01-29,1610612750,1610612760,107,101,92,92,MIN,OKC,False
692,0022300666,2024-01-29,1610612753,1610612742,129,131,98,97,ORL,DAL,False
693,0022300667,2024-01-29,1610612749,1610612743,107,113,99,100,MIL,DEN,False
694,0022300668,2024-01-29,1610612755,1610612757,104,130,96,97,PHI,POR,False
695,0022300665,2024-01-29,1610612764,1610612759,118,113,100,99,WAS,SAS,False
700,0022300673,2024-01-30,1610612744,1610612755,119,107,98,96,GSW,PHI,True
699,0022300672,2024-01-30,1610612741,1610612761,107,118,99,100,CHI,TOR,True
698,0022300671,2024-01-30,1610612752,1610612762,118,103,90,92,NYK,UTA,True
697,0022300670,2024-01-30,1610612738,1610612754,129,124,99,98,BOS,IND,True
696,0022300669,2024-01-30,1610612737,1610612747,138,122,108,106,ATL,LAL,True
700,0022300673,2024-01-30,1610612755,1610612744,107,119,96,98,PHI,GSW,False
