,GameId,Date,Season,Team,Opponent,Name,Minutes,Points,Assists,DefRebounds,OffRebounds,Rebounds,Steals,Blocks,Turnovers,FG2M,FG2A,FG3M,FG3A
0,0022300241,2023-11-25,2023,ATL,WAS,Patty Mills,4.92,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1,0022301218,2023-12-08,2023,ATL,PHI,Patty Mills,16.63,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0
2,0022300330,2023-12-15,2023,ATL,TOR,Patty Mills,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0022300336,2023-12-16,2023,ATL,CLE,Patty Mills,12.57,3.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
4,0022300384,2023-12-22,2023,ATL,MIA,Patty Mills,12.22,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5,0022300431,2023-12-29,2023,ATL,SAC,Patty Mills,11.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6,0022300445,2023-12-31,2023,ATL,WAS,Patty Mills,8.23,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,0022300521,2024-01-10,2023,ATL,PHI,Patty Mills,6.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0022300533,2024-01-12,2023,ATL,IND,Patty Mills,14.53,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0
0,0022300175,2023-11-11,2023,ATL,MIA,Wesley Matthews,7.48,7.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
1,0022300193,2023-11-15,2023,ATL,NYK,Wesley Matthews,9.9,3.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2,0022300029,2023-11-17,2023,ATL,PHI,Wesley Matthews,10.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3,0022300039,2023-11-21,2023,ATL,IND,Wesley Matthews,8.53,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
4,0022300241,2023-11-25,2023,ATL,WAS,Wesley Matthews,7.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,0022300246,2023-11-26,2023,ATL,BOS,Wesley Matthews,7.78,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
6,0022300055,2023-11-28,2023,ATL,CLE,Wesley Matthews,16.47,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7,0022300272,2023-11-30,2023,ATL,SAS,Wesley Matthews,14.68,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
8,0022300286,2023-12-02,2023,ATL,MIL,Wesley Matthews,12.15,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
9,0022301209,2023-12-06,2023,ATL,BKN,Wesley Matthews,11.3,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0022301218,2023-12-08,2023,ATL,PHI,Wesley Matthews,9.68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
11,0022300296,2023-12-11,2023,ATL,DEN,Wesley Matthews,18.07,2.0,1.0,4.0,1.0,5.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0
12,0022300313,2023-12-13,2023,ATL,TOR,Wesley Matthews,13.67,5.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0
13,0022300336,2023-12-16,2023,ATL,CLE,Wesley Matthews,20.45,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
14,0022300352,2023-12-18,2023,ATL,DET,Wesley Matthews,15.4,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
15,0022300371,2023-12-20,2023,ATL,HOU,Wesley Matthews,7.97,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16,0022300384,2023-12-22,2023,ATL,MIA,Wesley Matthews,6.97,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,0022300408,2023-12-26,2023,ATL,CHI,Wesley Matthews,6.07,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,0022300499,2024-01-07,2023,ATL,ORL,Wesley Matthews,8.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0022300063,2023-10-25,2023,ATL,CHA,Clint Capela,28.63,15.0,0.0,7.0,6.0,13.0,1.0,0.0,2.0,6.0,10.0,0.0,0.0
1,0022300079,2023-10-27,2023,ATL,NYK,Clint Capela,28.12,13.0,2.0,7.0,6.0,13.0,0.0,1.0,1.0,6.0,12.0,0.0,0.0
2,0022300097,2023-10-29,2023,ATL,MIL,Clint Capela,23.03,12.0,1.0,10.0,2.0,12.0,1.0,0.0,0.0,5.0,10.0,0.0,0.0
3,0022300104,2023-10-30,2023,ATL,MIN,Clint Capela,22.57,2.0,1.0,4.0,1.0,5.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0
4,0022300117,2023-11-01,2023,ATL,WAS,Clint Capela,20.6,10.0,0.0,7.0,4.0,11.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0
5,0022300135,2023-11-04,2023,ATL,NOP,Clint Capela,28.37,17.0,0.0,5.0,2.0,7.0,0.0,2.0,0.0,8.0,9.0,0.0,0.0
6,0022300155,2023-11-06,2023,ATL,OKC,Clint Capela,21.45,6.0,0.0,6.0,6.0,12.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0
7,0022300172,2023-11-09,2023,ATL,ORL,Clint Capela,26.12,6.0,4.0,9.0,2.0,11.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0
8,0022300175,2023-11-11,2023,ATL,MIA,Clint Capela,23.93,2.0,0.0,5.0,7.0,12.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0
9,0022300018,2023-11-14,2023,ATL,DET,Clint Capela,26.63,8.0,1.0,6.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0
10,0022300193,2023-11-15,2023,ATL,NYK,Clint Capela,26.42,8.0,1.0,3.0,0.0,3.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0
11,0022300029,2023-11-17,2023,ATL,PHI,Clint Capela,28.63,17.0,2.0,3.0,8.0,11.0,1.0,1.0,0.0,7.0,11.0,0.0,0.0
12,0022300039,2023-11-21,2023,ATL,IND,Clint Capela,18.78,14.0,1.0,2.0,3.0,5.0,0.0,2.0,1.0,6.0,9.0,0.0,0.0
13,0022300227,2023-11-22,2023,ATL,BKN,Clint Capela,27.43,14.0,0.0,6.0,9.0,15.0,0.0,3.0,0.0,7.0,8.0,0.0,0.0
14,0022300241,2023-11-25,2023,ATL,WAS,Clint Capela,18.4,12.0,1.0,4.0,7.0,11.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0
15,0022300246,2023-11-26,2023,ATL,BOS,Clint Capela,20.98,4.0,1.0,4.0,4.0,8.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0
16,0022300055,2023-11-28,2023,ATL,CLE,Clint Capela,22.4,14.0,0.0,3.0,6.0,9.0,2.0,2.0,2.0,6.0,10.0,0.0,0.0
17,0022300272,2023-11-30,2023,ATL,SAS,Clint Capela,22.9,12.0,1.0,5.0,4.0,9.0,0.0,1.0,2.0,6.0,9.0,0.0,0.0
18,0022300286,2023-12-02,2023,ATL,MIL,Clint Capela,30.17,10.0,4.0,9.0,8.0,17.0,1.0,3.0,2.0,4.0,13.0,0.0,0.0
19,0022301209,2023-12-06,2023,ATL,BKN,Clint Capela,28.83,9.0,1.0,8.0,4.0,12.0,0.0,2.0,1.0,4.0,6.0,0.0,0.0
20,0022301218,2023-12-08,2023,ATL,PHI,Clint Capela,29.73,15.0,2.0,6.0,10.0,16.0,0.0,1.0,2.0,6.0,12.0,0.0,0.0
21,0022300296,2023-12-11,2023,ATL,DEN,Clint Capela,27.82,14.0,2.0,4.0,4.0,8.0,1.0,0.0,0.0,6.0,11.0,0.0,0.0
22,0022300313,2023-12-13,2023,ATL,TOR,Clint Capela,34.03,17.0,1.0,4.0,6.0,10.0,0.0,3.0,0.0,7.0,12.0,0.0,0.0
23,0022300330,2023-12-15,2023,ATL,TOR,Clint Capela,34.7,18.0,0.0,9.0,6.0,15.0,0.0,3.0,1.0,9.0,12.0,0.0,0.0
24,0022300352,2023-12-18,2023,ATL,DET,Clint Capela,27.8,17.0,2.0,8.0,7.0,15.0,1.0,3.0,1.0,7.0,11.0,0.0,0.0
25,0022300371,2023-12-20,2023,ATL,HOU,Clint Capela,21.3,15.0,2.0,4.0,5.0,9.0,2.0,1.0,0.0,4.0,6.0,0.0,0.0
26,0022300384,2023-12-22,2023,ATL,MIA,Clint Capela,27.68,8.0,0.0,7.0,3.0,10.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0
27,0022300393,2023-12-23,2023,ATL,MEM,Clint Capela,30.33,20.0,1.0,7.0,5.0,12.0,0.0,2.0,1.0,8.0,11.0,0.0,0.0
28,0022300408,2023-12-26,2023,ATL,CHI,Clint Capela,26.82,13.0,1.0,2.0,3.0,5.0,0.0,1.0,1.0,5.0,9.0,0.0,0.0
29,0022300431,2023-12-29,2023,ATL,SAC,Clint Capela,28.22,12.0,3.0,6.0,6.0,12.0,1.0,2.0,2.0,5.0,7.0,0.0,0.0
30,0022300445,2023-12-31,2023,ATL,WAS,Clint Capela,32.88,11.0,3.0,10.0,7.0,17.0,1.0,1.0,3.0,5.0,11.0,0.0,0.0
31,0022300467,2024-01-03,2023,ATL,OKC,Clint Capela,25.27,12.0,0.0,7.0,7.0,14.0,0.0,3.0,0.0,5.0,8.0,0.0,0.0
32,0022300480,2024-01-05,2023,ATL,IND,Clint Capela,19.45,9.0,0.0,2.0,5.0,7.0,0.0,1.0,1.0,4.0,9.0,0.0,0.0
33,0022300499,2024-01-07,2023,ATL,ORL,Clint Capela,36.43,4.0,0.0,8.0,4.0,12.0,3.0,2.0,1.0,2.0,6.0,0.0,0.0
34,0022300533,2024-01-12,2023,ATL,IND,Clint Capela,21.68,7.0,1.0,2.0,3.0,5.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0
35,0022300543,2024-01-13,2023,ATL,WAS,Clint Capela,24.22,4.0,0.0,6.0,2.0,8.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0
36,0022300559,2024-01-15,2023,ATL,SAS,Clint Capela,24.85,13.0,0.0,5.0,6.0,11.0,0.0,4.0,1.0,5.0,7.0,0.0,0.0
37,0022300570,2024-01-17,2023,ATL,ORL,Clint Capela,27.3,12.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,6.0,6.0,0.0,0.0
0,0022300063,2023-10-25,2023,ATL,CHA,Bogdan Bogdanovic,24.43,7.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,2.0,4.0,1.0,5.0
1,0022300079,2023-10-27,2023,ATL,NYK,Bogdan Bogdanovic,25.83,16.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,9.0
2,0022300097,2023-10-29,2023,ATL,MIL,Bogdan Bogdanovic,26.32,17.0,6.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,4.0,7.0
3,0022300104,2023-10-30,2023,ATL,MIN,Bogdan Bogdanovic,20.45,8.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,7.0
4,0022300117,2023-11-01,2023,ATL,WAS,Bogdan Bogdanovic,23.02,12.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0
5,0022300135,2023-11-04,2023,ATL,NOP,Bogdan Bogdanovic,20.87,10.0,2.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,4.0,2.0,10.0
6,0022300155,2023-11-06,2023,ATL,OKC,Bogdan Bogdanovic,26.62,17.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,6.0,3.0,8.0
7,0022300172,2023-11-09,2023,ATL,ORL,Bogdan Bogdanovic,28.63,15.0,3.0,4.0,0.0,4.0,3.0,0.0,1.0,3.0,5.0,3.0,6.0
8,0022300175,2023-11-11,2023,ATL,MIA,Bogdan Bogdanovic,28.78,15.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,5.0,12.0
9,0022300018,2023-11-14,2023,ATL,DET,Bogdan Bogdanovic,33.93,17.0,3.0,3.0,0.0,3.0,0.0,1.0,3.0,4.0,6.0,3.0,11.0
10,0022300193,2023-11-15,2023,ATL,NYK,Bogdan Bogdanovic,29.32,28.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,11.0
11,0022300029,2023-11-17,2023,ATL,PHI,Bogdan Bogdanovic,23.88,13.0,3.0,2.0,0.0,2.0,3.0,0.0,3.0,1.0,4.0,3.0,8.0
12,0022300039,2023-11-21,2023,ATL,IND,Bogdan Bogdanovic,26.35,26.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,10.0,2.0,5.0
13,0022300227,2023-11-22,2023,ATL,BKN,Bogdan Bogdanovic,25.58,14.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,11.0
14,0022300241,2023-11-25,2023,ATL,WAS,Bogdan Bogdanovic,21.07,15.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,3.0,6.0,3.0,3.0
15,0022300246,2023-11-26,2023,ATL,BOS,Bogdan Bogdanovic,31.75,23.0,0.0,6.0,1.0,7.0,1.0,0.0,4.0,1.0,2.0,7.0,10.0
16,0022300055,2023-11-28,2023,ATL,CLE,Bogdan Bogdanovic,30.58,18.0,1.0,5.0,1.0,6.0,2.0,0.0,1.0,2.0,6.0,4.0,10.0
17,0022300272,2023-11-30,2023,ATL,SAS,Bogdan Bogdanovic,31.73,14.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,6.0,2.0,4.0
18,0022300286,2023-12-02,2023,ATL,MIL,Bogdan Bogdanovic,25.27,14.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,4.0,11.0,2.0,7.0
19,0022301209,2023-12-06,2023,ATL,BKN,Bogdan Bogdanovic,27.1,20.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,5.0,4.0,9.0
20,0022301218,2023-12-08,2023,ATL,PHI,Bogdan Bogdanovic,39.08,20.0,2.0,8.0,1.0,9.0,1.0,0.0,2.0,4.0,6.0,3.0,11.0
21,0022300296,2023-12-11,2023,ATL,DEN,Bogdan Bogdanovic,35.57,40.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,4.0,7.0,10.0,17.0
22,0022300313,2023-12-13,2023,ATL,TOR,Bogdan Bogdanovic,32.25,20.0,5.0,2.0,1.0,3.0,4.0,0.0,1.0,3.0,6.0,4.0,7.0
23,0022300330,2023-12-15,2023,ATL,TOR,Bogdan Bogdanovic,32.9,20.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,9.0,3.0,7.0
24,0022300371,2023-12-20,2023,ATL,HOU,Bogdan Bogdanovic,29.6,22.0,5.0,4.0,0.0,4.0,1.0,1.0,0.0,4.0,6.0,4.0,8.0
25,0022300384,2023-12-22,2023,ATL,MIA,Bogdan Bogdanovic,35.37,23.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,6.0,6.0,18.0
26,0022300393,2023-12-23,2023,ATL,MEM,Bogdan Bogdanovic,34.25,16.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,4.0,7.0,2.0,8.0
27,0022300408,2023-12-26,2023,ATL,CHI,Bogdan Bogdanovic,31.4,22.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,5.0,9.0,3.0,12.0
28,0022300431,2023-12-29,2023,ATL,SAC,Bogdan Bogdanovic,26.75,12.0,5.0,2.0,2.0,4.0,0.0,0.0,1.0,2.0,4.0,2.0,10.0
29,0022300445,2023-12-31,2023,ATL,WAS,Bogdan Bogdanovic,27.33,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,11.0,1.0,8.0
30,0022300467,2024-01-03,2023,ATL,OKC,Bogdan Bogdanovic,27.73,23.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,5.0,11.0
31,0022300480,2024-01-05,2023,ATL,IND,Bogdan Bogdanovic,23.37,16.0,3.0,4.0,0.0,4.0,2.0,0.0,3.0,2.0,5.0,1.0,9.0
32,0022300499,2024-01-07,2023,ATL,ORL,Bogdan Bogdanovic,26.03,18.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,3.0,8.0,4.0,9.0
33,0022300521,2024-01-10,2023,ATL,PHI,Bogdan Bogdanovic,28.3,15.0,4.0,2.0,0.0,2.0,2.0,0.0,1.0,6.0,8.0,1.0,8.0
34,0022300533,2024-01-12,2023,ATL,IND,Bogdan Bogdanovic,24.93,10.0,2.0,2.0,3.0,5.0,3.0,0.0,2.0,1.0,7.0,2.0,5.0
35,0022300543,2024-01-13,2023,ATL,WAS,Bogdan Bogdanovic,23.75,14.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,5.0,3.0,8.0
36,0022300559,2024-01-15,2023,ATL,SAS,Bogdan Bogdanovic,25.57,5.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,4.0,1.0,6.0
37,0022300570,2024-01-17,2023,ATL,ORL,Bogdan Bogdanovic,23.92,12.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0
0,0022300063,2023-10-25,2023,ATL,CHA,Dejounte Murray,32.73,11.0,6.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,11.0,0.0,3.0
1,0022300079,2023-10-27,2023,ATL,NYK,Dejounte Murray,34.75,18.0,6.0,5.0,2.0,7.0,1.0,1.0,1.0,8.0,14.0,0.0,3.0
2,0022300097,2023-10-29,2023,ATL,MIL,Dejounte Murray,29.73,15.0,5.0,1.0,0.0,1.0,2.0,1.0,3.0,5.0,7.0,1.0,5.0
3,0022300104,2023-10-30,2023,ATL,MIN,Dejounte Murray,39.37,41.0,5.0,7.0,0.0,7.0,2.0,0.0,3.0,14.0,19.0,3.0,5.0
4,0022300117,2023-11-01,2023,ATL,WAS,Dejounte Murray,33.98,24.0,8.0,4.0,0.0,4.0,1.0,1.0,4.0,7.0,10.0,3.0,5.0
5,0022300135,2023-11-04,2023,ATL,NOP,Dejounte Murray,37.2,20.0,7.0,6.0,2.0,8.0,0.0,0.0,3.0,6.0,11.0,2.0,9.0
6,0022300155,2023-11-06,2023,ATL,OKC,Dejounte Murray,32.97,29.0,6.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0,7.0,6.0,9.0
7,0022300172,2023-11-09,2023,ATL,ORL,Dejounte Murray,33.07,16.0,2.0,3.0,0.0,3.0,2.0,0.0,4.0,3.0,8.0,3.0,7.0
8,0022300175,2023-11-11,2023,ATL,MIA,Dejounte Murray,35.58,23.0,5.0,5.0,0.0,5.0,3.0,1.0,3.0,4.0,7.0,5.0,9.0
9,0022300018,2023-11-14,2023,ATL,DET,Dejounte Murray,37.48,32.0,10.0,5.0,0.0,5.0,3.0,0.0,2.0,10.0,17.0,1.0,4.0
10,0022300193,2023-11-15,2023,ATL,NYK,Dejounte Murray,32.45,13.0,2.0,5.0,0.0,5.0,1.0,0.0,1.0,6.0,9.0,0.0,3.0
11,0022300029,2023-11-17,2023,ATL,PHI,Dejounte Murray,35.13,13.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,9.0,3.0,7.0
12,0022300039,2023-11-21,2023,ATL,IND,Dejounte Murray,34.25,28.0,5.0,2.0,1.0,3.0,2.0,0.0,5.0,7.0,13.0,4.0,6.0
13,0022300227,2023-11-22,2023,ATL,BKN,Dejounte Murray,39.33,20.0,8.0,3.0,3.0,6.0,2.0,0.0,1.0,3.0,13.0,3.0,8.0
14,0022300241,2023-11-25,2023,ATL,WAS,Dejounte Murray,26.72,11.0,10.0,5.0,0.0,5.0,4.0,0.0,0.0,3.0,8.0,1.0,6.0
15,0022300246,2023-11-26,2023,ATL,BOS,Dejounte Murray,34.2,6.0,3.0,2.0,2.0,4.0,0.0,0.0,3.0,2.0,7.0,0.0,6.0
16,0022300055,2023-11-28,2023,ATL,CLE,Dejounte Murray,31.05,13.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,7.0,3.0,7.0
17,0022300272,2023-11-30,2023,ATL,SAS,Dejounte Murray,34.77,24.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,8.0,17.0,2.0,4.0
18,0022300286,2023-12-02,2023,ATL,MIL,Dejounte Murray,34.0,30.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,8.0,13.0,4.0,6.0
19,0022301209,2023-12-06,2023,ATL,BKN,Dejounte Murray,31.98,13.0,9.0,10.0,0.0,10.0,1.0,0.0,0.0,5.0,11.0,1.0,5.0
20,0022301218,2023-12-08,2023,ATL,PHI,Dejounte Murray,35.97,20.0,9.0,3.0,1.0,4.0,1.0,0.0,4.0,5.0,12.0,2.0,5.0
21,0022300296,2023-12-11,2023,ATL,DEN,Dejounte Murray,38.22,21.0,3.0,2.0,4.0,6.0,1.0,0.0,2.0,5.0,14.0,3.0,8.0
22,0022300313,2023-12-13,2023,ATL,TOR,Dejounte Murray,34.03,20.0,5.0,3.0,0.0,3.0,0.0,2.0,0.0,4.0,8.0,4.0,9.0
23,0022300330,2023-12-15,2023,ATL,TOR,Dejounte Murray,33.32,17.0,9.0,6.0,1.0,7.0,1.0,0.0,1.0,7.0,12.0,1.0,6.0
24,0022300336,2023-12-16,2023,ATL,CLE,Dejounte Murray,36.72,21.0,6.0,3.0,0.0,3.0,1.0,1.0,0.0,8.0,14.0,0.0,5.0
25,0022300352,2023-12-18,2023,ATL,DET,Dejounte Murray,32.95,20.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,5.0,8.0,3.0,5.0
26,0022300371,2023-12-20,2023,ATL,HOU,Dejounte Murray,35.3,21.0,5.0,1.0,2.0,3.0,0.0,1.0,3.0,4.0,7.0,3.0,8.0
27,0022300384,2023-12-22,2023,ATL,MIA,Dejounte Murray,34.45,24.0,6.0,7.0,1.0,8.0,3.0,0.0,2.0,7.0,11.0,3.0,9.0
28,0022300393,2023-12-23,2023,ATL,MEM,Dejounte Murray,35.42,26.0,4.0,3.0,1.0,4.0,2.0,0.0,3.0,6.0,9.0,4.0,6.0
29,0022300408,2023-12-26,2023,ATL,CHI,Dejounte Murray,34.37,17.0,4.0,6.0,0.0,6.0,2.0,1.0,3.0,4.0,6.0,2.0,9.0
30,0022300431,2023-12-29,2023,ATL,SAC,Dejounte Murray,36.83,18.0,3.0,5.0,1.0,6.0,1.0,0.0,3.0,3.0,12.0,4.0,8.0
31,0022300445,2023-12-31,2023,ATL,WAS,Dejounte Murray,34.17,32.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,10.0,15.0,3.0,6.0
32,0022300467,2024-01-03,2023,ATL,OKC,Dejounte Murray,35.4,22.0,6.0,4.0,2.0,6.0,0.0,0.0,3.0,6.0,13.0,2.0,5.0
33,0022300480,2024-01-05,2023,ATL,IND,Dejounte Murray,34.33,30.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,16.0,2.0,3.0
34,0022300499,2024-01-07,2023,ATL,ORL,Dejounte Murray,40.1,24.0,2.0,6.0,0.0,6.0,0.0,0.0,3.0,9.0,18.0,0.0,2.0
35,0022300521,2024-01-10,2023,ATL,PHI,Dejounte Murray,37.85,25.0,5.0,5.0,0.0,5.0,1.0,0.0,1.0,3.0,11.0,5.0,7.0
36,0022300533,2024-01-12,2023,ATL,IND,Dejounte Murray,31.78,29.0,4.0,4.0,0.0,4.0,3.0,0.0,3.0,10.0,12.0,3.0,6.0
37,0022300543,2024-01-13,2023,ATL,WAS,Dejounte Murray,31.1,13.0,3.0,5.0,0.0,5.0,0.0,0.0,2.0,3.0,9.0,1.0,6.0
38,0022300559,2024-01-15,2023,ATL,SAS,Dejounte Murray,32.83,13.0,0.0,13.0,0.0,13.0,0.0,1.0,2.0,5.0,9.0,1.0,6.0
39,0022300570,2024-01-17,2023,ATL,ORL,Dejounte Murray,36.03,26.0,5.0,4.0,1.0,5.0,2.0,0.0,5.0,10.0,14.0,1.0,4.0
0,0022300097,2023-10-29,2023,ATL,MIL,Bruno Fernando,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
1,0022300104,2023-10-30,2023,ATL,MIN,Bruno Fernando,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0022300172,2023-11-09,2023,ATL,ORL,Bruno Fernando,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0022300241,2023-11-25,2023,ATL,WAS,Bruno Fernando,4.92,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
4,0022300055,2023-11-28,2023,ATL,CLE,Bruno Fernando,3.9,2.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0
5,0022300330,2023-12-15,2023,ATL,TOR,Bruno Fernando,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0022300336,2023-12-16,2023,ATL,CLE,Bruno Fernando,15.85,13.0,1.0,6.0,2.0,8.0,0.0,1.0,0.0,5.0,7.0,0.0,0.0
7,0022300445,2023-12-31,2023,ATL,WAS,Bruno Fernando,14.98,0.0,2.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
8,0022300480,2024-01-05,2023,ATL,IND,Bruno Fernando,7.03,6.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
9,0022300521,2024-01-10,2023,ATL,PHI,Bruno Fernando,17.48,8.0,0.0,3.0,2.0,5.0,1.0,3.0,1.0,3.0,4.0,0.0,0.0
10,0022300533,2024-01-12,2023,ATL,IND,Bruno Fernando,3.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0022300543,2024-01-13,2023,ATL,WAS,Bruno Fernando,4.78,4.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0,0022300063,2023-10-25,2023,ATL,CHA,Trae Young,36.02,23.0,9.0,1.0,0.0,1.0,1.0,0.0,5.0,3.0,10.0,1.0,9.0
1,0022300079,2023-10-27,2023,ATL,NYK,Trae Young,35.3,18.0,12.0,2.0,1.0,3.0,3.0,0.0,6.0,2.0,11.0,2.0,5.0
2,0022300097,2023-10-29,2023,ATL,MIL,Trae Young,32.03,20.0,11.0,3.0,0.0,3.0,1.0,0.0,3.0,2.0,6.0,3.0,8.0
3,0022300104,2023-10-30,2023,ATL,MIN,Trae Young,35.0,24.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,15.0,1.0,7.0
4,0022300117,2023-11-01,2023,ATL,WAS,Trae Young,35.27,23.0,10.0,3.0,0.0,3.0,2.0,0.0,3.0,6.0,15.0,1.0,3.0
